day,location,sessions,carts,payment,sales
6/28/2024,Tlaxcala,621,34.5,36.8,0
6/28/2024,Michoacán,2911.8,154.1,101.2,6.9
6/28/2024,Yucatán,2872.7,105.8,92,9.2
6/28/2024,Guerrero,1324.8,20.7,16.1,0
6/28/2024,Tamaulipas,2617.4,69,52.9,2.3
6/28/2024,San Luis Potosí,1361.6,48.3,43.7,4.6
6/28/2024,Sinaloa,3726,131.1,117.3,13.8
6/28/2024,Zacatecas,938.4,27.6,25.3,0
6/28/2024,Morelos,2208,69,59.8,0
6/28/2024,Coahuila,3318.9,335.8,289.8,11.5
6/28/2024,Jalisco,12252.1,522.1,434.7,41.4
6/28/2024,Aguascalientes,954.5,25.3,16.1,2.3
6/28/2024,Nuevo León,10980.2,455.4,338.1,36.8
6/28/2024,Chihuahua,3484.5,147.2,103.5,9.2
6/28/2024,Quintana Roo,3295.9,96.6,96.6,6.9
6/28/2024,México,15214.5,549.7,448.5,52.9
6/28/2024,Puebla,4105.5,179.4,138,9.2
6/28/2024,Hidalgo,1483.5,57.5,46,6.9
6/28/2024,Querétaro,3289,158.7,71.3,13.8
6/28/2024,Oaxaca,641.7,25.3,11.5,2.3
6/28/2024,Nayarit,510.6,16.1,9.2,4.6
6/28/2024,Durango,692.3,25.3,16.1,2.3
6/28/2024,Colima,722.2,29.9,23,0
6/28/2024,Baja California,3673.1,161,121.9,9.2
6/28/2024,Mexico City,32365.6,1527.2,1304.1,101.2
6/28/2024,Chiapas,1186.8,55.2,41.4,0
6/28/2024,Guanajuato,4512.6,149.5,126.5,9.2
6/28/2024,Veracruz,4489.6,172.5,149.5,13.8
6/28/2024,Campeche,765.9,29.9,34.5,2.3
6/28/2024,Tabasco,2334.5,94.3,64.4,4.6
6/28/2024,Baja California Sur,892.4,36.8,27.6,2.3
6/28/2024,Sonora,3413.2,112.7,101.2,11.5
6/29/2024,Baja California Sur,699.2,25.3,27.6,6.9
6/29/2024,Coahuila,2819.8,301.3,271.4,4.6
6/29/2024,Baja California,3316.6,92,80.5,2.3
6/29/2024,Tamaulipas,2375.9,80.5,59.8,2.3
6/29/2024,Sonora,2670.3,85.1,55.2,0
6/29/2024,Guanajuato,3822.6,144.9,87.4,6.9
6/29/2024,Aguascalientes,931.5,36.8,23,6.9
6/29/2024,México,12898.4,483,407.1,34.5
6/29/2024,Hidalgo,1193.7,52.9,52.9,2.3
6/29/2024,San Luis Potosí,1255.8,62.1,23,2.3
6/29/2024,Jalisco,10747.9,443.9,377.2,52.9
6/29/2024,Nuevo León,9685.3,358.8,282.9,39.1
6/29/2024,Chihuahua,3061.3,131.1,87.4,11.5
6/29/2024,Quintana Roo,3337.3,144.9,92,18.4
6/29/2024,Yucatán,2647.3,98.9,82.8,6.9
6/29/2024,Durango,616.4,27.6,16.1,2.3
6/29/2024,Colima,602.6,27.6,20.7,0
6/29/2024,Querétaro,3052.1,110.4,112.7,23
6/29/2024,Campeche,678.5,25.3,20.7,2.3
6/29/2024,Nayarit,478.4,25.3,16.1,0
6/29/2024,Guerrero,1166.1,50.6,36.8,4.6
6/29/2024,Tabasco,2155.1,85.1,41.4,2.3
6/29/2024,Puebla,3749,147.2,138,16.1
6/29/2024,Zacatecas,742.9,20.7,23,2.3
6/29/2024,Morelos,1957.3,55.2,48.3,13.8
6/29/2024,Sinaloa,2762.3,96.6,62.1,2.3
6/29/2024,Chiapas,1131.6,48.3,39.1,2.3
6/29/2024,Tlaxcala,554.3,34.5,25.3,0
6/29/2024,Veracruz,3539.7,142.6,82.8,11.5
6/29/2024,Oaxaca,529,23,11.5,0
6/29/2024,Mexico City,28294.6,1345.5,1090.2,115
6/29/2024,Michoacán,2555.3,89.7,69,4.6
6/30/2024,Sinaloa,3353.4,112.7,66.7,6.9
6/30/2024,Oaxaca,669.3,29.9,18.4,4.6
6/30/2024,Mexico City,34359.7,1536.4,1200.6,103.5
6/30/2024,Nayarit,556.6,25.3,18.4,4.6
6/30/2024,Tabasco,2541.5,105.8,87.4,9.2
6/30/2024,Baja California Sur,731.4,16.1,11.5,0
6/30/2024,Guerrero,1423.7,46,34.5,4.6
6/30/2024,Morelos,2251.7,94.3,36.8,2.3
6/30/2024,Zacatecas,917.7,32.2,39.1,0
6/30/2024,Puebla,4551.7,156.4,124.2,11.5
6/30/2024,Baja California,3413.2,115,82.8,4.6
6/30/2024,Guanajuato,4793.2,161,108.1,16.1
6/30/2024,Tlaxcala,745.2,27.6,25.3,0
6/30/2024,Colima,715.3,43.7,46,6.9
6/30/2024,Michoacán,3190.1,142.6,85.1,4.6
6/30/2024,Durango,763.6,18.4,6.9,0
6/30/2024,San Luis Potosí,1589.3,69,36.8,2.3
6/30/2024,Veracruz,5099.1,163.3,133.4,18.4
6/30/2024,Coahuila,3413.2,326.6,262.2,11.5
6/30/2024,Chiapas,1248.9,48.3,29.9,0
6/30/2024,Campeche,871.7,34.5,39.1,4.6
6/30/2024,Hidalgo,1681.3,57.5,57.5,4.6
6/30/2024,Aguascalientes,1041.9,36.8,16.1,2.3
6/30/2024,Tamaulipas,2868.1,66.7,59.8,2.3
6/30/2024,Sonora,3231.5,112.7,94.3,6.9
6/30/2024,México,16960.2,614.1,508.3,69
6/30/2024,Yucatán,2771.5,96.6,64.4,18.4
6/30/2024,Chihuahua,3436.2,110.4,82.8,6.9
6/30/2024,Quintana Roo,3369.5,105.8,85.1,11.5
6/30/2024,Querétaro,3732.9,158.7,73.6,2.3
6/30/2024,Nuevo León,12383.2,469.2,308.2,52.9
6/30/2024,Jalisco,12314.2,485.3,402.5,34.5
7/1/2024,Morelos,2566.8,82.8,34.5,2.3
7/1/2024,Zacatecas,979.8,41.4,25.3,0
7/1/2024,Nayarit,634.8,41.4,36.8,2.3
7/1/2024,Baja California Sur,913.1,32.2,25.3,2.3
7/1/2024,Veracruz,5273.9,156.4,119.6,6.9
7/1/2024,Sonora,3781.2,174.8,128.8,13.8
7/1/2024,Oaxaca,710.7,18.4,20.7,0
7/1/2024,Quintana Roo,3675.4,133.4,117.3,9.2
7/1/2024,Mexico City,43168.7,1899.8,1587,193.2
7/1/2024,Colima,802.7,50.6,32.2,6.9
7/1/2024,Michoacán,3509.8,135.7,105.8,16.1
7/1/2024,Guanajuato,5336,190.9,110.4,13.8
7/1/2024,Querétaro,4321.7,163.3,161,23
7/1/2024,San Luis Potosí,1704.3,55.2,20.7,6.9
7/1/2024,Chihuahua,3887,147.2,87.4,4.6
7/1/2024,Tamaulipas,2992.3,87.4,64.4,9.2
7/1/2024,Coahuila,4077.9,370.3,315.1,2.3
7/1/2024,Aguascalientes,998.2,41.4,18.4,4.6
7/1/2024,Nuevo León,13627.5,512.9,361.1,46
7/1/2024,Jalisco,14526.8,535.9,374.9,41.4
7/1/2024,Tabasco,2746.2,103.5,96.6,11.5
7/1/2024,Puebla,5227.9,190.9,144.9,13.8
7/1/2024,Durango,832.6,27.6,13.8,4.6
7/1/2024,Tlaxcala,706.1,46,32.2,2.3
7/1/2024,Yucatán,3164.8,85.1,82.8,9.2
7/1/2024,Baja California,4015.8,117.3,89.7,2.3
7/1/2024,Sinaloa,3836.4,149.5,92,6.9
7/1/2024,Chiapas,1501.9,39.1,43.7,2.3
7/1/2024,Hidalgo,1879.1,69,52.9,2.3
7/1/2024,Guerrero,1568.6,46,41.4,9.2
7/1/2024,Campeche,906.2,55.2,32.2,0
7/1/2024,México,20074.4,740.6,604.9,64.4
7/2/2024,Coahuila,4390.7,565.8,547.4,75.9
7/2/2024,Zacatecas,1281.1,62.1,48.3,9.2
7/2/2024,Morelos,2815.2,82.8,48.3,4.6
7/2/2024,Querétaro,4871.4,202.4,161,11.5
7/2/2024,Durango,954.5,29.9,25.3,4.6
7/2/2024,Tabasco,3040.6,105.8,73.6,4.6
7/2/2024,México,22326.1,740.6,591.1,55.2
7/2/2024,San Luis Potosí,1863,59.8,46,4.6
7/2/2024,Puebla,6131.8,213.9,172.5,18.4
7/2/2024,Campeche,924.6,32.2,18.4,2.3
7/2/2024,Chihuahua,4303.3,156.4,105.8,16.1
7/2/2024,Baja California Sur,970.6,41.4,32.2,4.6
7/2/2024,Sinaloa,3960.6,140.3,124.2,16.1
7/2/2024,Aguascalientes,1350.1,46,36.8,0
7/2/2024,Guanajuato,5855.8,179.4,135.7,11.5
7/2/2024,Sonora,3992.8,149.5,108.1,2.3
7/2/2024,Chiapas,1492.7,62.1,39.1,0
7/2/2024,Mexico City,49730.6,2343.7,1869.9,234.6
7/2/2024,Colima,908.5,34.5,20.7,6.9
7/2/2024,Hidalgo,1941.2,78.2,57.5,6.9
7/2/2024,Michoacán,3739.8,147.2,119.6,6.9
7/2/2024,Quintana Roo,3574.2,92,66.7,9.2
7/2/2024,Tlaxcala,814.2,32.2,29.9,6.9
7/2/2024,Baja California,4259.6,149.5,105.8,6.9
7/2/2024,Guerrero,1692.8,48.3,36.8,2.3
7/2/2024,Tamaulipas,3201.6,103.5,73.6,6.9
7/2/2024,Veracruz,5602.8,190.9,158.7,18.4
7/2/2024,Nayarit,662.4,32.2,16.1,2.3
7/2/2024,Jalisco,16555.4,607.2,443.9,50.6
7/2/2024,Nuevo León,15134,618.7,464.6,59.8
7/2/2024,Yucatán,3558.1,119.6,128.8,13.8
7/2/2024,Oaxaca,844.1,25.3,27.6,0
7/3/2024,Baja California Sur,975.2,32.2,25.3,0
7/3/2024,Tabasco,3107.3,142.6,96.6,6.9
7/3/2024,Tamaulipas,3422.4,108.1,64.4,6.9
7/3/2024,Guerrero,1757.2,50.6,41.4,0
7/3/2024,Michoacán,3643.2,142.6,92,13.8
7/3/2024,Tlaxcala,834.9,29.9,23,4.6
7/3/2024,Jalisco,16898.1,687.7,501.4,43.7
7/3/2024,Nuevo León,16327.7,632.5,480.7,39.1
7/3/2024,Mexico City,52449.2,2495.5,2019.4,236.9
7/3/2024,Yucatán,3601.8,126.5,98.9,9.2
7/3/2024,Nayarit,646.3,20.7,11.5,0
7/3/2024,Guanajuato,6467.6,236.9,154.1,11.5
7/3/2024,Hidalgo,2097.6,82.8,75.9,9.2
7/3/2024,Puebla,6384.8,255.3,186.3,20.7
7/3/2024,Querétaro,5041.6,186.3,87.4,6.9
7/3/2024,Baja California,4390.7,140.3,101.2,6.9
7/3/2024,Veracruz,5733.9,202.4,154.1,23
7/3/2024,Sinaloa,4259.6,144.9,112.7,16.1
7/3/2024,Oaxaca,876.3,34.5,34.5,0
7/3/2024,Colima,821.1,41.4,18.4,2.3
7/3/2024,Aguascalientes,1359.3,55.2,41.4,2.3
7/3/2024,Chiapas,1488.1,92,41.4,2.3
7/3/2024,Chihuahua,4342.4,172.5,115,16.1
7/3/2024,Quintana Roo,3374.1,105.8,96.6,11.5
7/3/2024,Durango,954.5,23,13.8,0
7/3/2024,San Luis Potosí,2083.8,69,64.4,6.9
7/3/2024,México,23108.1,809.6,657.8,78.2
7/3/2024,Coahuila,4726.5,713,655.5,110.4
7/3/2024,Campeche,1108.6,43.7,36.8,2.3
7/3/2024,Sonora,4211.3,121.9,80.5,9.2
7/3/2024,Morelos,2831.3,87.4,71.3,13.8
7/3/2024,Zacatecas,1265,43.7,18.4,0
7/4/2024,Quintana Roo,2559.9,59.8,43.7,2.3
7/4/2024,Durango,742.9,13.8,27.6,2.3
7/4/2024,Michoacán,3008.4,115,124.2,11.5
7/4/2024,Chiapas,1140.8,41.4,43.7,11.5
7/4/2024,Zacatecas,855.6,18.4,18.4,0
7/4/2024,Morelos,2240.2,94.3,66.7,2.3
7/4/2024,Puebla,4970.3,147.2,121.9,11.5
7/4/2024,Guanajuato,4917.4,124.2,124.2,18.4
7/4/2024,Sinaloa,3298.2,128.8,94.3,23
7/4/2024,Nuevo León,12318.8,485.3,404.8,48.3
7/4/2024,Jalisco,12992.7,489.9,368,27.6
7/4/2024,Veracruz,4521.8,158.7,128.8,13.8
7/4/2024,Nayarit,540.5,16.1,20.7,0
7/4/2024,Querétaro,3647.8,133.4,117.3,20.7
7/4/2024,Baja California Sur,775.1,46,20.7,2.3
7/4/2024,Baja California,3866.3,115,105.8,6.9
7/4/2024,Campeche,731.4,18.4,16.1,2.3
7/4/2024,Mexico City,40457,1971.1,1752.6,124.2
7/4/2024,Aguascalientes,1039.6,29.9,25.3,0
7/4/2024,Tabasco,2435.7,82.8,89.7,9.2
7/4/2024,San Luis Potosí,1476.6,46,46,2.3
7/4/2024,Hidalgo,1508.8,52.9,46,4.6
7/4/2024,Yucatán,2316.1,59.8,64.4,9.2
7/4/2024,Chihuahua,3318.9,101.2,87.4,0
7/4/2024,Colima,625.6,20.7,25.3,6.9
7/4/2024,México,17838.8,685.4,561.2,73.6
7/4/2024,Coahuila,3746.7,646.3,614.1,6.9
7/4/2024,Sonora,2916.4,87.4,36.8,2.3
7/4/2024,Tamaulipas,2626.6,110.4,73.6,2.3
7/4/2024,Oaxaca,710.7,32.2,27.6,2.3
7/4/2024,Tlaxcala,708.4,41.4,43.7,2.3
7/4/2024,Guerrero,1320.2,48.3,41.4,6.9
7/5/2024,Campeche,800.4,41.4,23,2.3
7/5/2024,Michoacán,2329.9,94.3,82.8,11.5
7/5/2024,Puebla,3820.3,121.9,103.5,16.1
7/5/2024,Veracruz,3792.7,138,126.5,18.4
7/5/2024,Mexico City,32834.8,1566.3,1416.8,140.3
7/5/2024,San Luis Potosí,1294.9,62.1,43.7,9.2
7/5/2024,México,14692.4,602.6,485.3,69
7/5/2024,Guerrero,1138.5,36.8,27.6,0
7/5/2024,Nayarit,356.5,9.2,16.1,4.6
7/5/2024,Baja California Sur,586.5,23,4.6,0
7/5/2024,Aguascalientes,791.2,13.8,18.4,0
7/5/2024,Quintana Roo,2619.7,75.9,59.8,4.6
7/5/2024,Oaxaca,542.8,25.3,27.6,0
7/5/2024,Baja California,2990,103.5,87.4,0
7/5/2024,Tabasco,2187.3,75.9,57.5,9.2
7/5/2024,Yucatán,2766.9,105.8,87.4,6.9
7/5/2024,Querétaro,2980.8,98.9,80.5,11.5
7/5/2024,Tamaulipas,2148.2,52.9,32.2,6.9
7/5/2024,Chihuahua,2725.5,92,89.7,9.2
7/5/2024,Hidalgo,1274.2,39.1,43.7,11.5
7/5/2024,Sinaloa,2769.2,82.8,101.2,13.8
7/5/2024,Tlaxcala,512.9,2.3,11.5,2.3
7/5/2024,Zacatecas,699.2,20.7,11.5,0
7/5/2024,Morelos,1807.8,55.2,46,0
7/5/2024,Coahuila,2808.3,430.1,402.5,9.2
7/5/2024,Guanajuato,3967.5,140.3,119.6,13.8
7/5/2024,Nuevo León,10416.7,411.7,363.4,55.2
7/5/2024,Jalisco,10435.1,487.6,407.1,41.4
7/5/2024,Colima,526.7,27.6,25.3,4.6
7/5/2024,Sonora,2325.3,87.4,75.9,6.9
7/5/2024,Chiapas,894.7,25.3,23,6.9
7/5/2024,Durango,591.1,25.3,27.6,0
7/6/2024,Tabasco,1918.2,66.7,64.4,4.6
7/6/2024,Oaxaca,471.5,9.2,6.9,0
7/6/2024,Guerrero,1304.1,39.1,48.3,2.3
7/6/2024,Hidalgo,1168.4,41.4,29.9,4.6
7/6/2024,Puebla,3652.4,119.6,135.7,13.8
7/6/2024,Nayarit,391,11.5,6.9,0
7/6/2024,Sonora,2509.3,85.1,62.1,4.6
7/6/2024,Durango,598,16.1,27.6,6.9
7/6/2024,México,14736.1,535.9,455.4,41.4
7/6/2024,Baja California,3123.4,108.1,82.8,18.4
7/6/2024,Sinaloa,2845.1,103.5,101.2,27.6
7/6/2024,Querétaro,2907.2,117.3,87.4,13.8
7/6/2024,Coahuila,2470.2,87.4,69,11.5
7/6/2024,Michoacán,2231,69,62.1,9.2
7/6/2024,Mexico City,32381.7,1228.2,1117.8,151.8
7/6/2024,Morelos,1996.4,71.3,41.4,2.3
7/6/2024,Zacatecas,768.2,41.4,32.2,0
7/6/2024,Colima,549.7,16.1,16.1,0
7/6/2024,Tamaulipas,2352.9,78.2,57.5,2.3
7/6/2024,Quintana Roo,2854.3,96.6,103.5,11.5
7/6/2024,San Luis Potosí,1152.3,41.4,36.8,2.3
7/6/2024,Veracruz,3792.7,128.8,115,18.4
7/6/2024,Chiapas,1048.8,41.4,46,9.2
7/6/2024,Campeche,782,41.4,18.4,0
7/6/2024,Jalisco,10706.5,473.8,423.2,48.3
7/6/2024,Nuevo León,10423.6,450.8,331.2,41.4
7/6/2024,Chihuahua,2955.5,101.2,96.6,18.4
7/6/2024,Tlaxcala,547.4,23,25.3,2.3
7/6/2024,Yucatán,2941.7,124.2,119.6,11.5
7/6/2024,Guanajuato,4091.7,119.6,140.3,11.5
7/6/2024,Baja California Sur,611.8,18.4,20.7,4.6
7/6/2024,Aguascalientes,763.6,34.5,34.5,2.3
7/7/2024,Querétaro,3105,119.6,96.6,13.8
7/7/2024,Durango,745.2,16.1,16.1,2.3
7/7/2024,Yucatán,2824.4,124.2,112.7,20.7
7/7/2024,Chihuahua,3091.2,142.6,94.3,4.6
7/7/2024,Sonora,2707.1,89.7,82.8,2.3
7/7/2024,Puebla,3829.5,124.2,133.4,11.5
7/7/2024,Baja California,3348.8,105.8,64.4,0
7/7/2024,Sinaloa,2776.1,126.5,124.2,11.5
7/7/2024,San Luis Potosí,1237.4,59.8,59.8,11.5
7/7/2024,Jalisco,10773.2,487.6,342.7,39.1
7/7/2024,Nuevo León,11304.5,455.4,363.4,29.9
7/7/2024,Veracruz,3944.5,158.7,138,18.4
7/7/2024,Tlaxcala,618.7,36.8,46,4.6
7/7/2024,Aguascalientes,759,27.6,29.9,0
7/7/2024,Tabasco,2033.2,78.2,69,6.9
7/7/2024,Colima,512.9,13.8,11.5,6.9
7/7/2024,Oaxaca,531.3,18.4,18.4,0
7/7/2024,Guerrero,1173,20.7,23,2.3
7/7/2024,Chiapas,1025.8,32.2,27.6,0
7/7/2024,Baja California Sur,669.3,16.1,16.1,4.6
7/7/2024,Campeche,805,29.9,29.9,0
7/7/2024,Guanajuato,4121.6,165.6,158.7,16.1
7/7/2024,Tamaulipas,2313.8,85.1,80.5,9.2
7/7/2024,Nayarit,409.4,23,9.2,0
7/7/2024,México,14724.6,575,593.4,82.8
7/7/2024,Morelos,1936.6,59.8,71.3,11.5
7/7/2024,Zacatecas,660.1,13.8,20.7,4.6
7/7/2024,Hidalgo,1184.5,46,39.1,4.6
7/7/2024,Michoacán,2405.8,89.7,103.5,16.1
7/7/2024,Coahuila,2734.7,126.5,103.5,13.8
7/7/2024,Mexico City,31243.2,1232.8,1150,184
7/7/2024,Quintana Roo,2946.3,119.6,103.5,6.9
7/8/2024,Zacatecas,924.6,36.8,23,4.6
7/8/2024,Morelos,2152.8,92,62.1,2.3
7/8/2024,Tabasco,2704.8,103.5,108.1,11.5
7/8/2024,Chihuahua,3845.6,144.9,115,13.8
7/8/2024,Michoacán,2893.4,96.6,71.3,9.2
7/8/2024,Tlaxcala,598,27.6,27.6,4.6
7/8/2024,San Luis Potosí,1568.6,69,57.5,13.8
7/8/2024,Sonora,3367.2,117.3,117.3,11.5
7/8/2024,Mexico City,38612.4,1812.4,1444.4,156.4
7/8/2024,Nayarit,503.7,13.8,4.6,0
7/8/2024,Baja California,3714.5,133.4,103.5,13.8
7/8/2024,Puebla,4678.2,163.3,151.8,13.8
7/8/2024,Yucatán,3445.4,115,96.6,11.5
7/8/2024,Hidalgo,1451.3,36.8,52.9,9.2
7/8/2024,Quintana Roo,3332.7,133.4,103.5,4.6
7/8/2024,Baja California Sur,802.7,25.3,16.1,0
7/8/2024,Durango,696.9,23,13.8,0
7/8/2024,Colima,731.4,29.9,18.4,4.6
7/8/2024,Jalisco,13806.9,545.1,462.3,57.5
7/8/2024,Aguascalientes,1028.1,46,43.7,4.6
7/8/2024,Nuevo León,14025.4,469.2,381.8,64.4
7/8/2024,Querétaro,3650.1,124.2,112.7,20.7
7/8/2024,Campeche,922.3,20.7,27.6,6.9
7/8/2024,Sinaloa,3588,138,126.5,16.1
7/8/2024,Oaxaca,627.9,34.5,27.6,0
7/8/2024,México,17765.2,657.8,572.7,73.6
7/8/2024,Guanajuato,4949.6,156.4,144.9,11.5
7/8/2024,Veracruz,4471.2,195.5,147.2,9.2
7/8/2024,Coahuila,3599.5,365.7,296.7,6.9
7/8/2024,Tamaulipas,3013,96.6,98.9,6.9
7/8/2024,Chiapas,1230.5,48.3,52.9,9.2
7/8/2024,Guerrero,1382.3,64.4,43.7,0
7/9/2024,Puebla,5503.9,220.8,193.2,16.1
7/9/2024,Yucatán,3546.6,119.6,96.6,13.8
7/9/2024,Guerrero,1492.7,57.5,52.9,4.6
7/9/2024,Baja California Sur,931.5,36.8,29.9,2.3
7/9/2024,Morelos,2612.8,69,80.5,16.1
7/9/2024,Zacatecas,1064.9,41.4,36.8,2.3
7/9/2024,Hidalgo,1759.5,71.3,48.3,6.9
7/9/2024,Oaxaca,747.5,46,34.5,9.2
7/9/2024,Aguascalientes,1313.3,34.5,57.5,2.3
7/9/2024,Tabasco,2916.4,101.2,89.7,4.6
7/9/2024,Veracruz,5308.4,186.3,151.8,6.9
7/9/2024,Baja California,3958.3,138,128.8,11.5
7/9/2024,Nayarit,602.6,13.8,29.9,4.6
7/9/2024,Colima,770.5,27.6,27.6,4.6
7/9/2024,Sinaloa,4066.4,167.9,138,13.8
7/9/2024,Mexico City,45689.5,2313.8,2079.2,188.6
7/9/2024,Quintana Roo,3479.9,110.4,115,18.4
7/9/2024,Chihuahua,4273.4,170.2,119.6,16.1
7/9/2024,Tamaulipas,3197,98.9,71.3,2.3
7/9/2024,Querétaro,4298.7,186.3,158.7,25.3
7/9/2024,Campeche,1023.5,46,25.3,2.3
7/9/2024,México,20587.3,814.2,673.9,46
7/9/2024,Coahuila,4340.1,602.6,572.7,6.9
7/9/2024,San Luis Potosí,1906.7,71.3,34.5,4.6
7/9/2024,Chiapas,1515.7,46,39.1,2.3
7/9/2024,Durango,770.5,27.6,25.3,0
7/9/2024,Sonora,3751.3,154.1,96.6,13.8
7/9/2024,Nuevo León,15170.8,634.8,501.4,52.9
7/9/2024,Jalisco,14894.8,611.8,446.2,64.4
7/9/2024,Guanajuato,5616.6,193.2,163.3,27.6
7/9/2024,Michoacán,3468.4,138,105.8,11.5
7/9/2024,Tlaxcala,685.4,20.7,23,2.3
7/10/2024,Veracruz,5660.3,207,158.7,20.7
7/10/2024,Sinaloa,4381.5,158.7,103.5,11.5
7/10/2024,Tamaulipas,3298.2,133.4,101.2,6.9
7/10/2024,Guanajuato,5736.2,253,179.4,27.6
7/10/2024,Nayarit,529,32.2,13.8,0
7/10/2024,San Luis Potosí,1922.8,69,73.6,9.2
7/10/2024,Durango,802.7,25.3,11.5,0
7/10/2024,Guerrero,1635.3,69,43.7,9.2
7/10/2024,Tabasco,2921,112.7,73.6,9.2
7/10/2024,Querétaro,4993.3,197.8,158.7,9.2
7/10/2024,Colima,823.4,43.7,41.4,2.3
7/10/2024,Quintana Roo,3643.2,131.1,80.5,6.9
7/10/2024,Hidalgo,1777.9,66.7,73.6,6.9
7/10/2024,Jalisco,16635.9,644,570.4,62.1
7/10/2024,Nuevo León,16474.9,724.5,510.6,43.7
7/10/2024,Puebla,5828.2,211.6,154.1,9.2
7/10/2024,Mexico City,50940.4,2599,2219.5,207
7/10/2024,Aguascalientes,1265,52.9,36.8,2.3
7/10/2024,Michoacán,3636.3,156.4,101.2,11.5
7/10/2024,México,21511.9,811.9,614.1,71.3
7/10/2024,Oaxaca,777.4,18.4,27.6,6.9
7/10/2024,Tlaxcala,779.7,27.6,27.6,2.3
7/10/2024,Baja California,4234.3,135.7,112.7,13.8
7/10/2024,Yucatán,3762.8,156.4,138,9.2
7/10/2024,Chiapas,1499.6,78.2,59.8,9.2
7/10/2024,Campeche,1064.9,52.9,59.8,9.2
7/10/2024,Sonora,3953.7,156.4,89.7,4.6
7/10/2024,Coahuila,4305.6,738.3,699.2,20.7
7/10/2024,Morelos,2760,89.7,64.4,2.3
7/10/2024,Zacatecas,1005.1,46,29.9,6.9
7/10/2024,Baja California Sur,1025.8,32.2,23,2.3
7/10/2024,Chihuahua,4602.3,138,89.7,2.3
7/11/2024,San Luis Potosí,2488.6,121.9,62.1,6.9
7/11/2024,Nayarit,664.7,18.4,16.1,2.3
7/11/2024,Campeche,1230.5,52.9,48.3,4.6
7/11/2024,Querétaro,5004.8,156.4,158.7,13.8
7/11/2024,Guanajuato,6757.4,257.6,204.7,18.4
7/11/2024,Guerrero,1932,75.9,59.8,9.2
7/11/2024,Baja California,4846.1,158.7,98.9,4.6
7/11/2024,Tamaulipas,3693.8,149.5,82.8,9.2
7/11/2024,Chiapas,1676.7,80.5,48.3,6.9
7/11/2024,Veracruz,5977.7,177.1,124.2,2.3
7/11/2024,Puebla,4823.1,181.7,133.4,6.9
7/11/2024,Zacatecas,1216.7,71.3,36.8,4.6
7/11/2024,Morelos,2895.7,96.6,64.4,2.3
7/11/2024,Coahuila,4797.8,745.2,696.9,11.5
7/11/2024,Baja California Sur,1161.5,41.4,25.3,6.9
7/11/2024,Durango,968.3,52.9,32.2,4.6
7/11/2024,Tlaxcala,784.3,27.6,11.5,0
7/11/2024,Chihuahua,5437.2,236.9,167.9,6.9
7/11/2024,Yucatán,4383.8,151.8,98.9,9.2
7/11/2024,Michoacán,4593.1,158.7,108.1,11.5
7/11/2024,México,18788.7,644,558.9,64.4
7/11/2024,Jalisco,14496.9,529,391,43.7
7/11/2024,Nuevo León,18662.2,706.1,512.9,48.3
7/11/2024,Oaxaca,839.5,25.3,20.7,2.3
7/11/2024,Sonora,4402.2,142.6,108.1,6.9
7/11/2024,Sinaloa,5163.5,213.9,135.7,9.2
7/11/2024,Colima,936.1,46,36.8,0
7/11/2024,Aguascalientes,1451.3,34.5,27.6,0
7/11/2024,Mexico City,48249.4,2426.5,2076.9,223.1
7/11/2024,Hidalgo,1943.5,59.8,48.3,4.6
7/11/2024,Tabasco,3199.3,82.8,66.7,0
7/11/2024,Quintana Roo,3277.5,94.3,82.8,6.9
7/12/2024,Coahuila,4836.9,800.4,745.2,4.6
7/12/2024,San Luis Potosí,2221.8,105.8,66.7,13.8
7/12/2024,Tamaulipas,3576.5,117.3,87.4,2.3
7/12/2024,Mexico City,39911.9,1899.8,1633,154.1
7/12/2024,Quintana Roo,2035.5,57.5,59.8,4.6
7/12/2024,Sinaloa,5094.5,193.2,144.9,16.1
7/12/2024,Nuevo León,17388,556.6,416.3,66.7
7/12/2024,Jalisco,8894.1,351.9,326.6,46
7/12/2024,Guerrero,1856.1,71.3,46,0
7/12/2024,Michoacán,4121.6,142.6,108.1,13.8
7/12/2024,Sonora,4319.4,117.3,96.6,4.6
7/12/2024,Baja California Sur,1120.1,39.1,27.6,0
7/12/2024,Chiapas,1626.1,43.7,36.8,4.6
7/12/2024,Morelos,2819.8,92,75.9,4.6
7/12/2024,Zacatecas,1242,29.9,27.6,2.3
7/12/2024,Oaxaca,798.1,23,16.1,0
7/12/2024,Tabasco,2794.5,105.8,96.6,4.6
7/12/2024,Puebla,2955.5,131.1,117.3,11.5
7/12/2024,Hidalgo,1833.1,78.2,64.4,4.6
7/12/2024,Aguascalientes,1478.9,52.9,43.7,6.9
7/12/2024,Colima,814.2,27.6,13.8,2.3
7/12/2024,Tlaxcala,706.1,43.7,27.6,0
7/12/2024,Yucatán,3875.5,154.1,105.8,13.8
7/12/2024,Veracruz,5759.2,179.4,117.3,9.2
7/12/2024,Guanajuato,6219.2,167.9,103.5,13.8
7/12/2024,Campeche,1000.5,41.4,13.8,2.3
7/12/2024,Baja California,4708.1,200.1,147.2,13.8
7/12/2024,Nayarit,683.1,29.9,11.5,2.3
7/12/2024,Querétaro,4682.8,138,94.3,20.7
7/12/2024,México,12429.2,469.2,402.5,43.7
7/12/2024,Durango,1058,46,46,2.3
