region,date,sessions,add_to_carts,checkouts,total_orders
Colima,5/15/2024,1654.1,56.1,30.6,6.8
Morelos,4/28/2024,1654.1,54.4,25.5,6.8
Querétaro,6/22/2024,1654.1,71.4,42.5,18.7
Querétaro,1/17/2024,1654.1,45.9,42.5,6.8
Sonora,4/25/2024,1654.1,45.9,17,5.1
Coahuila,3/5/2024,1654.1,49.3,20.4,3.4
Tamaulipas,4/13/2024,1654.1,51,15.3,1.7
Oaxaca,5/15/2024,1654.1,66.3,39.1,6.8
Querétaro,1/13/2024,1654.1,86.7,59.5,8.5
Chihuahua,1/13/2024,1652.4,74.8,47.6,13.6
Coahuila,6/22/2024,1652.4,190.4,158.1,1.7
Guerrero,7/22/2024,1652.4,81.6,47.6,8.5
Querétaro,1/10/2024,1652.4,54.4,39.1,15.3
Michoacán,3/5/2024,1650.7,42.5,17,6.8
Tabasco,8/17/2024,1650.7,56.1,23.8,5.1
Morelos,8/11/2024,1650.7,45.9,18.7,6.8
Querétaro,6/5/2024,1650.7,68,34,5.1
Tamaulipas,9/22/2024,1650.7,76.5,30.6,13.6
Tabasco,10/29/2024,1650.7,71.4,15.3,3.4
Hidalgo,11/10/2024,1650.7,35.7,28.9,6.8
Querétaro,6/7/2024,1650.7,66.3,23.8,5.1
Sonora,6/4/2024,1650.7,66.3,20.4,0
Sinaloa,6/7/2024,1649,74.8,20.4,1.7
Sinaloa,2/2/2024,1649,71.4,59.5,8.5
Querétaro,4/27/2024,1649,74.8,32.3,6.8
Michoacán,7/6/2024,1649,51,28.9,6.8
Querétaro,1/20/2024,1647.3,39.1,27.2,3.4
Aguascalientes,11/8/2024,1647.3,74.8,44.2,6.8
Guanajuato,1/30/2024,1647.3,51,45.9,3.4
Quintana Roo,6/4/2024,1647.3,61.2,40.8,5.1
Tabasco,9/24/2024,1645.6,78.2,22.1,6.8
Puebla,2/25/2024,1645.6,69.7,54.4,5.1
Sonora,1/8/2024,1645.6,42.5,25.5,5.1
Sonora,3/14/2024,1645.6,64.6,32.3,10.2
Sinaloa,1/20/2024,1645.6,69.7,51,6.8
Baja California Sur,11/23/2024,1643.9,42.5,13.6,1.7
Querétaro,1/19/2024,1643.9,74.8,54.4,10.2
Campeche,11/16/2024,1643.9,56.1,27.2,8.5
Quintana Roo,2/26/2024,1643.9,83.3,81.6,11.9
Tamaulipas,4/14/2024,1643.9,51,13.6,3.4
Tabasco,9/21/2024,1643.9,61.2,27.2,1.7
Querétaro,2/12/2024,1643.9,66.3,49.3,8.5
Sonora,6/21/2024,1642.2,62.9,27.2,8.5
Michoacán,6/20/2024,1642.2,86.7,45.9,10.2
San Luis Potosí,7/12/2024,1642.2,78.2,25.5,10.2
San Luis Potosí,11/7/2024,1642.2,32.3,15.3,3.4
Querétaro,1/2/2024,1640.5,73.1,71.4,10.2
Chiapas,5/17/2024,1640.5,47.6,28.9,8.5
Querétaro,1/22/2024,1638.8,69.7,44.2,8.5
Tabasco,5/5/2024,1638.8,39.1,10.2,1.7
Puebla,1/27/2024,1638.8,59.5,40.8,1.7
Morelos,8/12/2024,1637.1,69.7,32.3,3.4
Michoacán,4/27/2024,1637.1,44.2,25.5,10.2
Morelos,8/21/2024,1637.1,79.9,34,10.2
Yucatán,6/24/2024,1635.4,85,27.2,3.4
Sonora,2/19/2024,1635.4,52.7,35.7,1.7
Coahuila,3/14/2024,1635.4,69.7,34,6.8
Sinaloa,1/28/2024,1635.4,71.4,51,6.8
Morelos,8/19/2024,1633.7,62.9,40.8,8.5
Quintana Roo,2/16/2024,1633.7,66.3,74.8,17
Yucatán,2/23/2024,1632,73.1,54.4,8.5
Querétaro,1/12/2024,1632,79.9,39.1,10.2
Michoacán,6/12/2024,1632,45.9,28.9,8.5
Sonora,6/12/2024,1632,74.8,37.4,6.8
Quintana Roo,2/19/2024,1632,71.4,57.8,6.8
Quintana Roo,3/14/2024,1632,83.3,40.8,1.7
Baja California Sur,11/17/2024,1632,79.9,61.2,18.7
Morelos,6/28/2024,1632,51,20.4,0
Oaxaca,12/1/2024,1632,44.2,22.1,5.1
Puebla,5/29/2024,1632,59.5,30.6,5.1
Michoacán,3/7/2024,1630.3,62.9,27.2,5.1
Yucatán,6/6/2024,1630.3,51,32.3,8.5
Sonora,6/5/2024,1630.3,78.2,54.4,6.8
Michoacán,5/9/2024,1630.3,37.4,15.3,6.8
Michoacán,6/10/2024,1630.3,66.3,34,3.4
Yucatán,1/22/2024,1628.6,61.2,62.9,5.1
Querétaro,1/1/2024,1628.6,57.8,39.1,6.8
Hidalgo,11/8/2024,1628.6,45.9,37.4,5.1
Quintana Roo,5/31/2024,1628.6,66.3,35.7,8.5
Sonora,2/18/2024,1628.6,51,34,1.7
Hidalgo,7/19/2024,1626.9,95.2,49.3,11.9
Sinaloa,6/15/2024,1626.9,69.7,27.2,1.7
Baja California Sur,11/22/2024,1626.9,51,17,3.4
Sonora,5/14/2024,1625.2,62.9,30.6,11.9
Tamaulipas,4/27/2024,1625.2,37.4,18.7,5.1
Sonora,2/12/2024,1625.2,57.8,51,3.4
Tlaxcala,5/15/2024,1625.2,56.1,20.4,1.7
Michoacán,3/21/2024,1625.2,57.8,22.1,6.8
Campeche,11/18/2024,1623.5,68,35.7,11.9
Tamaulipas,6/27/2024,1623.5,57.8,28.9,6.8
Baja California,2/27/2024,1623.5,52.7,44.2,5.1
Hidalgo,9/9/2024,1623.5,64.6,25.5,6.8
Querétaro,2/28/2024,1623.5,52.7,25.5,3.4
Tamaulipas,3/13/2024,1623.5,56.1,32.3,6.8
Michoacán,4/26/2024,1623.5,66.3,25.5,5.1
Chihuahua,6/7/2024,1621.8,69.7,23.8,3.4
Querétaro,2/11/2024,1621.8,86.7,59.5,6.8
Yucatán,6/25/2024,1621.8,61.2,37.4,11.9
Chihuahua,2/13/2024,1621.8,44.2,44.2,3.4
Baja California,2/5/2024,1621.8,66.3,40.8,1.7
Morelos,4/25/2024,1621.8,32.3,17,1.7
Guanajuato,2/24/2024,1620.1,68,59.5,3.4
Chihuahua,6/6/2024,1620.1,47.6,20.4,6.8
Durango,12/1/2024,1620.1,42.5,15.3,3.4
Sinaloa,6/6/2024,1620.1,62.9,28.9,6.8
Michoacán,3/6/2024,1618.4,69.7,27.2,5.1
Quintana Roo,5/14/2024,1618.4,64.6,20.4,8.5
Yucatán,1/3/2024,1618.4,83.3,62.9,11.9
Guanajuato,1/27/2024,1618.4,56.1,39.1,5.1
Tamaulipas,6/14/2024,1618.4,40.8,22.1,3.4
Querétaro,6/6/2024,1618.4,42.5,11.9,3.4
Sonora,4/20/2024,1616.7,35.7,13.6,3.4
Tabasco,10/30/2024,1616.7,59.5,25.5,10.2
Baja California,1/9/2024,1616.7,44.2,35.7,5.1
Tabasco,7/5/2024,1616.7,56.1,23.8,6.8
Michoacán,2/28/2024,1616.7,44.2,22.1,1.7
Yucatán,6/5/2024,1615,59.5,39.1,11.9
Morelos,10/23/2024,1615,42.5,18.7,5.1
Baja California,1/20/2024,1615,54.4,45.9,6.8
Baja California,1/8/2024,1615,45.9,37.4,8.5
Sonora,2/6/2024,1613.3,81.6,54.4,8.5
Morelos,12/6/2023,1613.3,56.1,42.5,5.1
Tamaulipas,1/10/2024,1613.3,62.9,54.4,1.7
Durango,11/25/2024,1613.3,42.5,11.9,3.4
Morelos,8/20/2024,1613.3,44.2,17,1.7
Tabasco,3/9/2024,1611.6,49.3,28.9,5.1
Morelos,4/24/2024,1611.6,47.6,15.3,3.4
Baja California,1/11/2024,1611.6,54.4,35.7,1.7
Puebla,12/27/2023,1611.6,74.8,69.7,8.5
Yucatán,1/7/2024,1611.6,66.3,52.7,1.7
Guanajuato,5/31/2024,1609.9,45.9,20.4,5.1
Tabasco,5/2/2024,1609.9,34,15.3,5.1
Sonora,6/14/2024,1609.9,57.8,20.4,1.7
Tabasco,11/1/2024,1609.9,44.2,17,1.7
Querétaro,2/13/2024,1609.9,49.3,35.7,5.1
Michoacán,5/24/2024,1608.2,47.6,25.5,6.8
Sonora,6/3/2024,1608.2,61.2,30.6,3.4
Guanajuato,6/2/2024,1608.2,44.2,30.6,1.7
Hidalgo,7/24/2024,1608.2,98.6,68,13.6
Coahuila,6/5/2024,1608.2,197.2,180.2,1.7
Morelos,8/14/2024,1608.2,59.5,20.4,8.5
Aguascalientes,7/24/2024,1608.2,137.7,47.6,10.2
Sonora,6/22/2024,1606.5,78.2,23.8,1.7
Querétaro,2/7/2024,1606.5,66.3,39.1,5.1
Quintana Roo,1/18/2024,1606.5,68,61.2,6.8
Yucatán,6/4/2024,1606.5,71.4,25.5,1.7
Aguascalientes,11/11/2024,1606.5,49.3,34,5.1
Tamaulipas,3/14/2024,1606.5,76.5,44.2,5.1
Baja California,2/9/2024,1606.5,47.6,28.9,1.7
Sonora,2/29/2024,1606.5,49.3,27.2,8.5
Chiapas,10/28/2024,1604.8,64.6,15.3,1.7
Quintana Roo,2/17/2024,1604.8,79.9,66.3,10.2
Quintana Roo,5/10/2024,1604.8,51,13.6,3.4
Baja California,5/26/2024,1604.8,42.5,10.2,1.7
Morelos,8/16/2024,1604.8,64.6,25.5,10.2
Baja California,2/15/2024,1604.8,52.7,34,3.4
Hidalgo,11/27/2024,1604.8,35.7,10.2,3.4
Hidalgo,7/23/2024,1604.8,90.1,44.2,8.5
Morelos,3/23/2024,1604.8,47.6,23.8,1.7
Hidalgo,11/7/2024,1603.1,45.9,28.9,5.1
Coahuila,3/1/2024,1603.1,49.3,18.7,3.4
Morelos,8/22/2024,1603.1,39.1,22.1,5.1
Guanajuato,5/30/2024,1603.1,61.2,28.9,3.4
Sonora,5/27/2024,1603.1,68,28.9,5.1
San Luis Potosí,11/3/2024,1601.4,49.3,10.2,1.7
Chihuahua,4/20/2024,1601.4,40.8,17,0
Baja California,1/25/2024,1601.4,35.7,44.2,5.1
Yucatán,6/23/2024,1601.4,74.8,51,3.4
Quintana Roo,5/26/2024,1599.7,57.8,35.7,8.5
Baja California,5/29/2024,1599.7,56.1,35.7,3.4
Hidalgo,11/6/2024,1599.7,66.3,42.5,5.1
Baja California,2/20/2024,1599.7,42.5,34,3.4
Tabasco,4/29/2024,1598,54.4,27.2,6.8
Yucatán,2/25/2024,1598,69.7,56.1,10.2
Chihuahua,2/18/2024,1596.3,52.7,44.2,3.4
Morelos,8/28/2024,1596.3,52.7,23.8,5.1
Querétaro,2/4/2024,1596.3,57.8,56.1,6.8
Guanajuato,12/27/2023,1596.3,91.8,76.5,5.1
Chihuahua,2/8/2024,1596.3,59.5,49.3,5.1
Sonora,2/7/2024,1596.3,56.1,40.8,1.7
Nayarit,11/18/2024,1596.3,56.1,30.6,8.5
Guanajuato,1/23/2024,1594.6,59.5,59.5,3.4
Coahuila,2/9/2024,1594.6,59.5,44.2,1.7
Morelos,9/19/2024,1592.9,74.8,32.3,8.5
Tabasco,6/29/2024,1592.9,62.9,10.2,1.7
San Luis Potosí,9/8/2024,1592.9,40.8,15.3,3.4
Morelos,11/2/2024,1591.2,32.3,17,1.7
Yucatán,5/14/2024,1591.2,68,42.5,11.9
Hidalgo,7/17/2024,1591.2,69.7,44.2,11.9
Morelos,9/16/2024,1591.2,47.6,20.4,6.8
Tamaulipas,6/13/2024,1591.2,37.4,20.4,0
Morelos,10/26/2024,1591.2,56.1,18.7,5.1
Morelos,7/8/2024,1591.2,68,20.4,1.7
Chihuahua,1/12/2024,1591.2,96.9,39.1,10.2
Coahuila,5/14/2024,1589.5,54.4,25.5,5.1
Querétaro,2/15/2024,1589.5,81.6,66.3,6.8
Guanajuato,2/21/2024,1589.5,54.4,49.3,5.1
Tamaulipas,7/5/2024,1587.8,39.1,18.7,5.1
Sonora,6/15/2024,1587.8,74.8,40.8,6.8
Tamaulipas,1/15/2024,1587.8,40.8,39.1,1.7
Chiapas,9/7/2024,1587.8,30.6,13.6,1.7
Sinaloa,6/5/2024,1586.1,56.1,17,6.8
Baja California,2/23/2024,1586.1,45.9,22.1,0
Tabasco,7/25/2024,1584.4,61.2,35.7,8.5
Sonora,4/27/2024,1584.4,56.1,25.5,5.1
Baja California,1/12/2024,1584.4,57.8,34,3.4
Aguascalientes,11/6/2024,1582.7,56.1,27.2,3.4
Yucatán,2/6/2024,1582.7,76.5,56.1,3.4
Tabasco,4/12/2024,1582.7,51,22.1,3.4
Tabasco,12/18/2023,1582.7,69.7,61.2,3.4
Querétaro,2/6/2024,1581,64.6,49.3,6.8
Durango,11/21/2024,1581,47.6,11.9,3.4
Yucatán,1/31/2024,1581,76.5,69.7,6.8
Quintana Roo,4/27/2024,1581,52.7,25.5,3.4
Guerrero,8/5/2024,1581,61.2,17,5.1
Guerrero,4/1/2024,1579.3,45.9,25.5,3.4
Querétaro,6/8/2024,1579.3,66.3,20.4,3.4
Sonora,6/6/2024,1579.3,47.6,27.2,5.1
Guerrero,7/18/2024,1577.6,73.1,34,6.8
San Luis Potosí,10/16/2024,1577.6,51,27.2,1.7
Michoacán,3/15/2024,1577.6,74.8,37.4,6.8
Querétaro,2/9/2024,1577.6,61.2,42.5,5.1
Sinaloa,2/20/2024,1575.9,57.8,57.8,1.7
Michoacán,12/10/2023,1575.9,57.8,37.4,6.8
Querétaro,1/14/2024,1575.9,74.8,40.8,6.8
Hidalgo,11/11/2024,1575.9,45.9,28.9,6.8
Hidalgo,7/13/2024,1574.2,71.4,30.6,10.2
Tabasco,9/27/2024,1572.5,74.8,27.2,8.5
Sinaloa,2/10/2024,1572.5,64.6,56.1,3.4
Morelos,3/9/2024,1572.5,42.5,18.7,6.8
Baja California,1/23/2024,1572.5,47.6,42.5,3.4
Oaxaca,11/13/2024,1570.8,35.7,20.4,3.4
San Luis Potosí,11/9/2024,1570.8,40.8,18.7,1.7
Chiapas,7/24/2024,1570.8,139.4,37.4,10.2
Michoacán,3/16/2024,1570.8,74.8,37.4,10.2
Coahuila,2/1/2024,1569.1,69.7,44.2,3.4
Chihuahua,2/7/2024,1567.4,68,74.8,6.8
Michoacán,3/31/2024,1567.4,68,39.1,8.5
Aguascalientes,5/16/2024,1567.4,49.3,17,3.4
Sonora,2/5/2024,1565.7,68,49.3,5.1
Sonora,2/15/2024,1565.7,59.5,35.7,3.4
Sonora,6/23/2024,1564,64.6,27.2,10.2
Sonora,3/30/2024,1564,49.3,22.1,8.5
Coahuila,4/27/2024,1564,30.6,17,1.7
Coahuila,3/13/2024,1562.3,69.7,30.6,5.1
Michoacán,3/20/2024,1562.3,85,23.8,10.2
Tamaulipas,2/17/2024,1562.3,40.8,44.2,10.2
Tabasco,10/31/2024,1562.3,45.9,15.3,3.4
Chihuahua,2/19/2024,1560.6,54.4,54.4,6.8
Hidalgo,7/18/2024,1560.6,79.9,42.5,8.5
Hidalgo,5/18/2024,1558.9,64.6,28.9,6.8
Sinaloa,1/31/2024,1558.9,88.4,64.6,5.1
Tamaulipas,6/18/2024,1558.9,44.2,6.8,0
Michoacán,3/1/2024,1558.9,71.4,34,10.2
Campeche,9/7/2024,1558.9,28.9,15.3,0
Michoacán,2/27/2024,1557.2,57.8,54.4,8.5
Tabasco,12/14/2023,1557.2,73.1,61.2,1.7
San Luis Potosí,7/14/2024,1557.2,51,28.9,13.6
Aguascalientes,11/10/2024,1557.2,44.2,25.5,3.4
Guerrero,11/2/2024,1557.2,47.6,15.3,3.4
Morelos,8/10/2024,1557.2,66.3,32.3,5.1
Tamaulipas,6/9/2024,1557.2,83.3,17,1.7
Yucatán,1/20/2024,1555.5,51,47.6,5.1
Guanajuato,5/29/2024,1555.5,66.3,30.6,6.8
Querétaro,2/5/2024,1555.5,86.7,64.6,13.6
Baja California,1/24/2024,1555.5,51,34,1.7
Hidalgo,9/10/2024,1555.5,56.1,22.1,6.8
Tabasco,4/16/2024,1553.8,49.3,34,3.4
Chiapas,9/5/2024,1553.8,47.6,25.5,1.7
Hidalgo,10/1/2024,1553.8,56.1,22.1,6.8
Querétaro,3/29/2024,1553.8,59.5,27.2,11.9
Sonora,6/13/2024,1552.1,52.7,17,3.4
Michoacán,6/13/2024,1552.1,59.5,25.5,5.1
Sonora,6/16/2024,1552.1,73.1,13.6,3.4
Quintana Roo,3/28/2024,1550.4,64.6,30.6,8.5
Baja California,1/1/2024,1550.4,56.1,40.8,3.4
Chihuahua,4/27/2024,1550.4,54.4,8.5,0
Guerrero,9/6/2024,1550.4,35.7,13.6,3.4
Chihuahua,2/29/2024,1550.4,49.3,18.7,0
Hidalgo,7/3/2024,1550.4,61.2,20.4,6.8
Tabasco,4/17/2024,1548.7,61.2,28.9,3.4
Querétaro,6/3/2024,1548.7,57.8,37.4,11.9
Tamaulipas,2/12/2024,1547,45.9,44.2,1.7
Hidalgo,5/22/2024,1547,68,30.6,1.7
Sinaloa,1/11/2024,1547,57.8,57.8,10.2
Guerrero,7/17/2024,1547,74.8,32.3,6.8
Querétaro,1/6/2024,1547,62.9,59.5,11.9
Morelos,4/17/2024,1547,42.5,20.4,3.4
Tabasco,9/18/2024,1547,59.5,11.9,0
Durango,12/2/2024,1545.3,42.5,27.2,6.8
Coahuila,3/31/2024,1545.3,45.9,28.9,1.7
Morelos,5/10/2024,1545.3,20.4,20.4,3.4
Quintana Roo,6/2/2024,1545.3,44.2,27.2,6.8
Yucatán,1/27/2024,1543.6,64.6,57.8,8.5
Baja California,2/17/2024,1543.6,44.2,28.9,3.4
Morelos,9/20/2024,1543.6,49.3,20.4,5.1
Querétaro,2/27/2024,1543.6,56.1,44.2,5.1
Hidalgo,7/21/2024,1541.9,85,42.5,5.1
Sinaloa,1/24/2024,1541.9,64.6,42.5,8.5
Quintana Roo,2/13/2024,1541.9,73.1,71.4,8.5
Puebla,2/14/2024,1540.2,71.4,59.5,10.2
Zacatecas,11/14/2024,1540.2,32.3,11.9,1.7
San Luis Potosí,7/3/2024,1540.2,51,23.8,5.1
Baja California,5/10/2024,1540.2,42.5,22.1,0
Sinaloa,1/14/2024,1540.2,61.2,35.7,3.4
Michoacán,6/19/2024,1540.2,62.9,30.6,6.8
Quintana Roo,1/17/2024,1538.5,66.3,62.9,5.1
Sonora,1/15/2024,1536.8,52.7,51,8.5
Michoacán,6/25/2024,1536.8,76.5,45.9,10.2
Quintana Roo,5/29/2024,1536.8,79.9,45.9,5.1
Michoacán,4/24/2024,1536.8,51,25.5,1.7
Tabasco,3/23/2024,1535.1,61.2,25.5,3.4
Tlaxcala,11/18/2024,1535.1,51,47.6,11.9
San Luis Potosí,7/19/2024,1535.1,78.2,32.3,10.2
Durango,11/29/2024,1535.1,35.7,25.5,3.4
Tamaulipas,2/13/2024,1535.1,62.9,45.9,3.4
Tabasco,6/20/2024,1533.4,64.6,34,3.4
Tabasco,6/17/2024,1533.4,68,25.5,11.9
Coahuila,2/13/2024,1533.4,68,51,5.1
Puebla,2/24/2024,1533.4,56.1,47.6,5.1
Sinaloa,5/10/2024,1533.4,47.6,3.4,0
Sonora,2/9/2024,1533.4,57.8,49.3,3.4
Querétaro,1/28/2024,1533.4,79.9,59.5,10.2
Tabasco,3/10/2024,1531.7,45.9,18.7,3.4
Yucatán,1/25/2024,1531.7,66.3,52.7,6.8
Quintana Roo,1/19/2024,1530,62.9,44.2,1.7
Morelos,4/9/2024,1530,42.5,20.4,3.4
Aguascalientes,11/30/2024,1530,52.7,30.6,5.1
Tabasco,5/8/2024,1530,59.5,42.5,5.1
Coahuila,1/14/2024,1528.3,39.1,25.5,3.4
Sinaloa,1/23/2024,1528.3,61.2,51,8.5
Querétaro,1/29/2024,1528.3,69.7,45.9,6.8
Morelos,4/15/2024,1528.3,35.7,32.3,6.8
Chihuahua,1/10/2024,1528.3,90.1,59.5,6.8
Quintana Roo,2/9/2024,1528.3,57.8,30.6,1.7
San Luis Potosí,7/21/2024,1526.6,79.9,30.6,8.5
Quintana Roo,5/30/2024,1526.6,59.5,37.4,3.4
Quintana Roo,1/16/2024,1526.6,45.9,37.4,11.9
Morelos,9/24/2024,1526.6,69.7,32.3,8.5
Tamaulipas,3/2/2024,1524.9,64.6,22.1,6.8
Tamaulipas,1/13/2024,1524.9,62.9,39.1,3.4
Yucatán,1/28/2024,1524.9,42.5,54.4,11.9
Tamaulipas,6/20/2024,1524.9,52.7,25.5,6.8
Yucatán,2/12/2024,1524.9,73.1,64.6,11.9
Nayarit,11/17/2024,1524.9,74.8,45.9,8.5
Sonora,5/24/2024,1523.2,59.5,47.6,11.9
Quintana Roo,3/31/2024,1523.2,61.2,32.3,8.5
Chihuahua,2/12/2024,1523.2,39.1,34,6.8
Michoacán,12/16/2023,1523.2,79.9,69.7,3.4
Sonora,2/27/2024,1523.2,37.4,34,0
Morelos,9/11/2024,1523.2,47.6,11.9,3.4
Sinaloa,1/1/2024,1521.5,47.6,39.1,3.4
Guanajuato,12/26/2023,1521.5,69.7,57.8,3.4
Coahuila,2/8/2024,1521.5,32.3,28.9,1.7
Puebla,12/26/2023,1519.8,93.5,74.8,10.2
Chihuahua,5/29/2024,1518.1,49.3,40.8,6.8
Tamaulipas,6/6/2024,1518.1,47.6,18.7,3.4
Puebla,2/21/2024,1518.1,52.7,66.3,8.5
Michoacán,1/7/2024,1516.4,45.9,47.6,6.8
Morelos,9/23/2024,1516.4,51,32.3,5.1
Sonora,1/21/2024,1516.4,52.7,35.7,5.1
Chihuahua,2/6/2024,1516.4,78.2,68,6.8
Sinaloa,1/6/2024,1516.4,59.5,59.5,5.1
Tabasco,6/12/2024,1516.4,68,30.6,10.2
Baja California Sur,11/15/2024,1516.4,76.5,25.5,5.1
Tamaulipas,1/8/2024,1516.4,51,49.3,6.8
Sinaloa,1/3/2024,1516.4,68,51,5.1
Tamaulipas,1/14/2024,1514.7,47.6,42.5,3.4
Quintana Roo,6/1/2024,1514.7,71.4,37.4,5.1
Tabasco,3/4/2024,1514.7,30.6,13.6,5.1
Tamaulipas,2/28/2024,1514.7,37.4,15.3,1.7
Querétaro,6/4/2024,1513,61.2,27.2,5.1
Guerrero,7/19/2024,1513,66.3,34,8.5
Michoacán,12/11/2023,1511.3,57.8,37.4,8.5
Chiapas,7/16/2024,1511.3,56.1,37.4,5.1
Morelos,4/22/2024,1511.3,47.6,23.8,3.4
Baja California,5/31/2024,1511.3,32.3,20.4,1.7
Sinaloa,5/28/2024,1509.6,51,20.4,6.8
Michoacán,6/9/2024,1509.6,54.4,34,6.8
Quintana Roo,2/20/2024,1509.6,56.1,47.6,10.2
Zacatecas,11/26/2024,1509.6,42.5,25.5,10.2
Chiapas,5/20/2024,1509.6,66.3,28.9,5.1
Guanajuato,2/14/2024,1509.6,62.9,54.4,6.8
Baja California,1/3/2024,1509.6,52.7,42.5,5.1
Quintana Roo,1/7/2024,1509.6,78.2,49.3,3.4
San Luis Potosí,10/7/2024,1509.6,44.2,17,3.4
Morelos,8/29/2024,1507.9,56.1,15.3,1.7
San Luis Potosí,7/26/2024,1507.9,91.8,37.4,10.2
Yucatán,6/22/2024,1507.9,79.9,47.6,11.9
Nayarit,11/16/2024,1507.9,76.5,32.3,8.5
Michoacán,12/9/2023,1507.9,54.4,34,5.1
Querétaro,12/30/2023,1506.2,68,57.8,6.8
Coahuila,3/2/2024,1506.2,61.2,20.4,3.4
Yucatán,2/7/2024,1506.2,56.1,42.5,3.4
Quintana Roo,7/12/2024,1504.5,42.5,27.2,3.4
Querétaro,2/20/2024,1504.5,56.1,57.8,8.5
Sonora,1/10/2024,1504.5,52.7,35.7,3.4
Morelos,8/17/2024,1504.5,42.5,23.8,6.8
Coahuila,2/29/2024,1502.8,28.9,15.3,1.7
Tamaulipas,9/14/2024,1502.8,51,23.8,3.4
Tamaulipas,5/11/2024,1502.8,37.4,18.7,1.7
Baja California,2/4/2024,1502.8,78.2,73.1,8.5
Chiapas,7/22/2024,1502.8,91.8,35.7,8.5
Tabasco,4/22/2024,1502.8,52.7,18.7,5.1
Morelos,12/5/2023,1502.8,69.7,47.6,3.4
Tabasco,7/7/2024,1502.8,57.8,37.4,5.1
Yucatán,6/26/2024,1501.1,71.4,51,5.1
Tamaulipas,2/29/2024,1501.1,44.2,20.4,3.4
Tamaulipas,6/16/2024,1501.1,52.7,20.4,0
Querétaro,3/30/2024,1499.4,49.3,23.8,8.5
Sonora,6/7/2024,1499.4,45.9,18.7,3.4
Quintana Roo,2/3/2024,1499.4,52.7,49.3,5.1
Baja California,2/2/2024,1499.4,71.4,66.3,0
Tamaulipas,2/9/2024,1499.4,57.8,40.8,0
Quintana Roo,4/20/2024,1497.7,49.3,17,1.7
Michoacán,6/14/2024,1497.7,47.6,17,5.1
Morelos,12/13/2023,1496,40.8,27.2,1.7
Coahuila,3/29/2024,1496,32.3,18.7,1.7
Guerrero,8/27/2024,1494.3,45.9,23.8,5.1
Michoacán,12/15/2023,1494.3,57.8,47.6,1.7
Michoacán,4/20/2024,1492.6,34,13.6,3.4
Quintana Roo,2/4/2024,1492.6,76.5,69.7,6.8
Tabasco,3/15/2024,1490.9,57.8,37.4,3.4
Michoacán,4/25/2024,1490.9,57.8,27.2,3.4
Sonora,1/17/2024,1490.9,47.6,23.8,6.8
Yucatán,2/5/2024,1490.9,76.5,78.2,13.6
Aguascalientes,10/1/2024,1489.2,61.2,20.4,5.1
Chiapas,5/19/2024,1489.2,69.7,22.1,3.4
Tabasco,12/19/2023,1489.2,45.9,34,1.7
Tabasco,2/1/2024,1489.2,57.8,56.1,13.6
Hidalgo,10/17/2024,1489.2,37.4,13.6,1.7
Sonora,6/8/2024,1489.2,61.2,25.5,3.4
Quintana Roo,2/23/2024,1489.2,61.2,52.7,5.1
Sonora,1/18/2024,1489.2,54.4,45.9,6.8
San Luis Potosí,7/15/2024,1487.5,57.8,28.9,5.1
Tabasco,3/24/2024,1487.5,56.1,32.3,5.1
Guerrero,5/22/2024,1487.5,54.4,56.1,6.8
Michoacán,2/29/2024,1487.5,45.9,27.2,10.2
Sonora,2/25/2024,1485.8,54.4,45.9,6.8
Aguascalientes,7/16/2024,1485.8,57.8,27.2,11.9
Coahuila,2/28/2024,1485.8,45.9,18.7,1.7
Tabasco,12/12/2023,1485.8,30.6,23.8,1.7
Tabasco,4/15/2024,1485.8,52.7,13.6,0
Sonora,2/16/2024,1485.8,78.2,49.3,3.4
Sonora,1/22/2024,1485.8,61.2,47.6,5.1
Guanajuato,2/22/2024,1484.1,61.2,66.3,5.1
Querétaro,2/3/2024,1484.1,78.2,59.5,3.4
Querétaro,1/25/2024,1480.7,57.8,44.2,6.8
Chihuahua,1/15/2024,1480.7,66.3,40.8,5.1
Morelos,4/13/2024,1480.7,28.9,23.8,5.1
Tabasco,3/19/2024,1480.7,76.5,32.3,3.4
Tabasco,6/18/2024,1480.7,56.1,15.3,3.4
Michoacán,3/14/2024,1480.7,69.7,28.9,5.1
Querétaro,2/26/2024,1479,71.4,61.2,13.6
Sinaloa,1/26/2024,1479,42.5,27.2,11.9
Tamaulipas,2/19/2024,1479,45.9,28.9,1.7
Quintana Roo,2/2/2024,1479,56.1,49.3,8.5
Yucatán,3/29/2024,1479,66.3,47.6,8.5
Morelos,4/10/2024,1477.3,59.5,28.9,6.8
Querétaro,1/5/2024,1477.3,62.9,28.9,1.7
Tamaulipas,9/15/2024,1475.6,37.4,17,0
Morelos,7/6/2024,1475.6,52.7,17,1.7
Querétaro,12/28/2023,1475.6,56.1,44.2,8.5
Baja California,12/30/2023,1473.9,40.8,32.3,1.7
Yucatán,1/30/2024,1473.9,71.4,51,6.8
Morelos,12/12/2023,1473.9,39.1,37.4,3.4
Sonora,3/29/2024,1473.9,47.6,10.2,0
Tlaxcala,11/24/2024,1473.9,30.6,13.6,1.7
Tamaulipas,6/24/2024,1472.2,66.3,18.7,5.1
Tabasco,6/27/2024,1470.5,61.2,27.2,3.4
Tabasco,4/10/2024,1470.5,56.1,42.5,15.3
