region,date,sessions,add_to_carts,checkouts,total_orders
Sinaloa,11/19/2024,8068.2,285.6,129.2,30.6
Jalisco,3/5/2024,8056.3,292.4,136,23.8
Michoacán,5/15/2024,8054.6,229.5,81.6,13.6
Veracruz,11/29/2024,8041,212.5,139.4,47.6
Sinaloa,11/14/2024,8035.9,214.2,100.3,28.9
Nuevo León,12/23/2023,8030.8,238,212.5,8.5
,8/17/2024,8030.8,1215.5,1081.2,28.9
Nuevo León,9/18/2024,8029.1,316.2,117.3,40.8
Guanajuato,11/17/2024,8022.3,285.6,183.6,45.9
Querétaro,11/25/2024,8018.9,180.2,69.7,23.8
Jalisco,4/14/2024,8015.5,268.6,102,30.6
Jalisco,3/13/2024,8012.1,358.7,147.9,32.3
México,1/12/2024,8010.4,360.4,251.6,30.6
Sinaloa,12/1/2024,8008.7,222.7,100.3,27.2
Jalisco,3/31/2024,7998.5,300.9,132.6,37.4
Nuevo León,3/12/2024,7993.4,265.2,124.1,32.3
México,6/3/2024,7991.7,282.2,153,22.1
Nuevo León,3/17/2024,7984.9,300.9,153,23.8
Querétaro,11/21/2024,7983.2,214.2,76.5,17
Querétaro,11/20/2024,7981.5,198.9,113.9,30.6
Guanajuato,11/16/2024,7979.8,241.4,129.2,34
Nuevo León,8/17/2024,7979.8,265.2,136,28.9
Yucatán,11/15/2024,7967.9,343.4,198.9,57.8
Jalisco,7/7/2024,7962.8,360.4,137.7,28.9
Nuevo León,4/7/2024,7962.8,244.8,100.3,15.3
Jalisco,3/1/2024,7950.9,323,115.6,25.5
,11/30/2024,7947.5,232.9,149.6,35.7
Michoacán,11/24/2024,7947.5,139.4,69.7,13.6
Jalisco,6/29/2024,7944.1,328.1,192.1,39.1
México,6/24/2024,7942.4,384.2,204,34
Jalisco,6/18/2024,7939,372.3,154.7,34
Jalisco,5/11/2024,7932.2,227.8,81.6,18.7
México,6/23/2024,7928.8,324.7,161.5,39.1
México,6/26/2024,7928.8,375.7,200.6,59.5
Jalisco,7/6/2024,7913.5,350.2,168.3,35.7
Baja California,11/17/2024,7911.8,302.6,156.4,39.1
Nuevo León,3/27/2024,7908.4,290.7,112.2,30.6
Jalisco,3/28/2024,7906.7,324.7,154.7,44.2
Jalisco,6/10/2024,7899.9,338.3,147.9,45.9
México,2/11/2024,7898.2,326.4,346.8,39.1
México,6/7/2024,7896.5,355.3,176.8,37.4
Baja California,11/25/2024,7896.5,215.9,96.9,22.1
Querétaro,11/26/2024,7886.3,195.5,69.7,20.4
Nuevo León,6/17/2024,7881.2,319.6,108.8,23.8
México,1/14/2024,7872.7,316.2,272,37.4
Jalisco,3/21/2024,7869.3,372.3,164.9,32.3
,9/14/2024,7862.5,1351.5,1261.4,11.9
Puebla,11/17/2024,7862.5,275.4,170,35.7
Jalisco,3/17/2024,7857.4,365.5,170,44.2
Sinaloa,11/20/2024,7855.7,193.8,83.3,18.7
Quintana Roo,11/18/2024,7848.9,343.4,198.9,76.5
México,6/6/2024,7845.5,306,161.5,49.3
,7/14/2024,7842.1,1139,787.1,34
Puebla,11/16/2024,7835.3,282.2,181.9,39.1
,11/10/2024,7831.9,1443.3,1356.6,13.6
México,2/27/2024,7831.9,277.1,272,25.5
México,1/29/2024,7830.2,294.1,239.7,34
México,2/9/2024,7825.1,304.3,299.2,32.3
Jalisco,4/27/2024,7814.9,260.1,129.2,20.4
Yucatán,11/18/2024,7811.5,323,248.2,61.2
México,1/22/2024,7808.1,290.7,209.1,34
Nuevo León,3/21/2024,7789.4,302.6,122.4,27.2
México,12/29/2023,7784.3,423.3,409.7,30.6
México,12/28/2023,7774.1,411.4,421.6,45.9
México,6/15/2024,7757.1,336.6,127.5,15.3
Jalisco,4/20/2024,7750.3,251.6,144.5,34
Jalisco,5/13/2024,7745.2,239.7,113.9,25.5
Veracruz,11/27/2024,7743.5,197.2,79.9,13.6
México,1/28/2024,7740.1,329.8,249.9,30.6
Sinaloa,12/2/2024,7738.4,277.1,188.7,47.6
Jalisco,5/14/2024,7736.7,292.4,129.2,35.7
Quintana Roo,5/15/2024,7733.3,239.7,98.6,22.1
Nuevo León,3/15/2024,7721.4,355.3,175.1,23.8
Jalisco,7/5/2024,7712.9,360.4,170,30.6
Jalisco,6/17/2024,7707.8,346.8,151.3,32.3
Nuevo León,7/6/2024,7704.4,333.2,136,30.6
México,6/4/2024,7702.7,300.9,173.4,32.3
Chihuahua,11/25/2024,7702.7,209.1,52.7,8.5
Nuevo León,7/5/2024,7699.3,304.3,154.7,40.8
Veracruz,11/12/2024,7699.3,249.9,102,30.6
Nuevo León,4/26/2024,7699.3,246.5,91.8,23.8
Nuevo León,4/23/2024,7697.6,200.6,83.3,17
Jalisco,3/16/2024,7690.8,307.7,181.9,40.8
,7/8/2024,7689.1,545.7,442,34
Jalisco,1/1/2024,7687.4,265.2,200.6,18.7
México,1/5/2024,7685.7,319.6,338.3,22.1
Nuevo León,3/4/2024,7678.9,243.1,113.9,25.5
Nuevo León,4/11/2024,7678.9,268.6,136,32.3
Jalisco,2/29/2024,7663.6,273.7,125.8,42.5
Jalisco,5/10/2024,7650,200.6,115.6,32.3
Nuevo León,3/26/2024,7644.9,285.6,98.6,30.6
México,1/13/2024,7638.1,341.7,260.1,37.4
México,6/22/2024,7638.1,334.9,166.6,44.2
Jalisco,6/12/2024,7636.4,300.9,144.5,22.1
México,1/31/2024,7629.6,338.3,306,37.4
,5/4/2024,7624.5,258.4,134.3,34
Sinaloa,11/27/2024,7624.5,188.7,61.2,22.1
Nuevo León,5/11/2024,7619.4,214.2,69.7,6.8
Quintana Roo,11/17/2024,7610.9,324.7,125.8,42.5
México,1/11/2024,7609.2,304.3,282.2,28.9
Baja California,11/26/2024,7607.5,215.9,76.5,15.3
Veracruz,5/16/2024,7600.7,283.9,153,28.9
Nuevo León,6/11/2024,7597.3,268.6,122.4,34
Sinaloa,11/13/2024,7595.6,200.6,100.3,17
,11/9/2024,7588.8,1409.3,1319.2,22.1
,5/5/2024,7585.4,226.1,119,18.7
Yucatán,11/24/2024,7576.9,181.9,69.7,20.4
Jalisco,6/11/2024,7575.2,292.4,125.8,22.1
Nuevo León,4/19/2024,7556.5,205.7,93.5,15.3
Querétaro,11/28/2024,7541.2,153,81.6,17
Sinaloa,11/12/2024,7534.4,229.5,103.7,18.7
México,2/20/2024,7529.3,299.2,333.2,30.6
México,11/1/2024,7525.9,197.2,62.9,17
Puebla,11/22/2024,7525.9,229.5,86.7,18.7
Yucatán,11/23/2024,7524.2,192.1,64.6,8.5
México,1/25/2024,7515.7,297.5,249.9,40.8
Nuevo León,6/13/2024,7505.5,258.4,112.2,23.8
Nuevo León,3/7/2024,7503.8,272,110.5,23.8
Quintana Roo,11/16/2024,7503.8,236.3,149.6,47.6
Michoacán,11/18/2024,7500.4,260.1,190.4,47.6
Guanajuato,11/22/2024,7500.4,212.5,68,15.3
Jalisco,3/14/2024,7498.7,333.2,139.4,37.4
Jalisco,3/3/2024,7493.6,266.9,115.6,18.7
Veracruz,12/3/2024,7476.6,249.9,86.7,20.4
Nuevo León,4/14/2024,7452.8,251.6,102,27.2
,4/30/2024,7447.7,256.7,117.3,34
Nuevo León,5/13/2024,7435.8,236.3,105.4,18.7
Jalisco,1/15/2024,7427.3,312.8,268.6,32.3
Quintana Roo,11/23/2024,7423.9,190.4,76.5,15.3
,9/15/2024,7408.6,1332.8,1239.3,20.4
Jalisco,2/16/2024,7403.5,280.5,221,32.3
Querétaro,11/14/2024,7403.5,183.6,113.9,17
Coahuila,11/24/2024,7398.4,154.7,64.6,11.9
Nuevo León,3/16/2024,7383.1,333.2,190.4,23.8
Michoacán,11/23/2024,7381.4,200.6,90.1,11.9
México,1/24/2024,7369.5,263.5,248.2,35.7
Quintana Roo,11/24/2024,7355.9,161.5,79.9,27.2
Jalisco,2/28/2024,7352.5,236.3,193.8,32.3
,4/29/2024,7350.8,226.1,119,30.6
México,1/20/2024,7338.9,261.8,180.2,22.1
Jalisco,2/1/2024,7333.8,382.5,346.8,27.2
Nuevo León,4/6/2024,7310,187,88.4,28.9
Jalisco,1/18/2024,7289.6,297.5,229.5,25.5
Jalisco,1/8/2024,7289.6,306,255,27.2
Jalisco,2/8/2024,7282.8,280.5,238,22.1
Nuevo León,6/16/2024,7282.8,255,112.2,22.1
Nuevo León,6/14/2024,7277.7,266.9,122.4,32.3
Jalisco,6/19/2024,7274.3,290.7,164.9,32.3
Nuevo León,6/9/2024,7270.9,326.4,147.9,32.3
,5/8/2024,7257.3,209.1,117.3,23.8
Nuevo León,4/13/2024,7253.9,224.4,83.3,28.9
Coahuila,11/18/2024,7252.2,311.1,198.9,59.5
Sonora,11/24/2024,7236.9,154.7,42.5,6.8
Nuevo León,3/28/2024,7225,278.8,110.5,32.3
Nuevo León,3/1/2024,7208,256.7,91.8,18.7
Nuevo León,5/14/2024,7206.3,249.9,129.2,28.9
México,2/26/2024,7194.4,283.9,261.8,22.1
Nuevo León,3/6/2024,7192.7,282.2,113.9,28.9
,10/30/2024,7192.7,1674.5,1579.3,15.3
Baja California,11/21/2024,7175.7,244.8,66.3,13.6
Nuevo León,4/27/2024,7175.7,187,91.8,5.1
Nuevo León,6/29/2024,7158.7,265.2,113.9,28.9
Jalisco,3/2/2024,7153.6,283.9,129.2,23.8
México,2/10/2024,7146.8,283.9,278.8,28.9
Jalisco,6/13/2024,7140,287.3,125.8,23.8
Querétaro,12/2/2024,7131.5,224.4,120.7,44.2
Sonora,11/18/2024,7109.4,256.7,134.3,37.4
Jalisco,7/25/2024,7107.7,401.2,273.7,81.6
,4/1/2024,7100.9,197.2,98.6,17
Veracruz,11/10/2024,7100.9,205.7,96.9,18.7
Nuevo León,6/21/2024,7095.8,275.4,117.3,34
Sonora,11/16/2024,7090.7,290.7,105.4,25.5
Jalisco,1/7/2024,7087.3,283.9,197.2,25.5
Chihuahua,11/26/2024,7087.3,200.6,68,17
Veracruz,11/5/2024,7085.6,210.8,76.5,8.5
Jalisco,6/16/2024,7080.5,283.9,147.9,25.5
Nuevo León,6/19/2024,7080.5,324.7,122.4,20.4
Baja California,11/28/2024,7060.1,183.6,74.8,22.1
Yucatán,11/17/2024,7060.1,266.9,151.3,51
Querétaro,11/19/2024,7058.4,176.8,124.1,34
Sinaloa,11/29/2024,7053.3,204,127.5,22.1
Jalisco,2/19/2024,7053.3,287.3,268.6,45.9
,11/3/2024,7048.2,1609.9,1528.3,8.5
Jalisco,1/17/2024,7048.2,294.1,205.7,13.6
Jalisco,2/13/2024,7043.1,300.9,272,18.7
Yucatán,11/22/2024,7024.4,188.7,79.9,15.3
Nuevo León,6/23/2024,7022.7,290.7,161.5,34
Nuevo León,4/20/2024,7017.6,163.2,85,11.9
Veracruz,5/23/2024,7010.8,244.8,171.7,28.9
,10/31/2024,7007.4,1618.4,1526.6,8.5
México,5/29/2024,7007.4,295.8,180.2,32.3
México,12/31/2023,7005.7,312.8,348.5,39.1
Nuevo León,3/13/2024,6992.1,278.8,127.5,30.6
Jalisco,6/20/2024,6987,328.1,130.9,30.6
Nuevo León,9/15/2024,6978.5,198.9,100.3,30.6
Jalisco,6/9/2024,6966.6,360.4,125.8,28.9
México,1/23/2024,6961.5,299.2,253.3,30.6
México,6/2/2024,6951.3,258.4,170,32.3
Nuevo León,6/18/2024,6951.3,295.8,100.3,23.8
Nuevo León,5/10/2024,6949.6,183.6,86.7,17
México,1/27/2024,6944.5,260.1,219.3,28.9
Yucatán,11/16/2024,6939.4,231.2,113.9,28.9
Veracruz,11/8/2024,6925.8,166.6,90.1,15.3
Nuevo León,3/5/2024,6925.8,270.3,103.7,30.6
Jalisco,1/10/2024,6922.4,295.8,224.4,28.9
Quintana Roo,11/22/2024,6920.7,209.1,81.6,11.9
México,5/31/2024,6919,266.9,142.8,30.6
Jalisco,2/12/2024,6917.3,300.9,258.4,25.5
Sinaloa,11/30/2024,6917.3,202.3,90.1,27.2
Coahuila,11/15/2024,6913.9,270.3,129.2,37.4
Nuevo León,9/14/2024,6903.7,239.7,108.8,35.7
Nuevo León,6/20/2024,6902,307.7,124.1,40.8
Jalisco,2/18/2024,6893.5,280.5,239.7,35.7
México,6/1/2024,6888.4,280.5,158.1,47.6
,10/29/2024,6879.9,1613.3,1496,8.5
Veracruz,11/6/2024,6879.9,188.7,78.2,20.4
Nuevo León,2/13/2024,6874.8,295.8,277.1,30.6
Jalisco,1/19/2024,6871.4,258.4,205.7,32.3
Nuevo León,3/3/2024,6861.2,253.3,105.4,35.7
,4/2/2024,6857.8,236.3,105.4,20.4
Michoacán,11/15/2024,6849.3,285.6,193.8,51
Nuevo León,2/8/2024,6847.6,270.3,222.7,20.4
Jalisco,6/14/2024,6834,258.4,115.6,23.8
Jalisco,1/9/2024,6828.9,283.9,219.3,32.3
Nuevo León,2/1/2024,6827.2,300.9,229.5,23.8
Veracruz,11/30/2024,6825.5,217.6,112.2,27.2
Nuevo León,6/8/2024,6817,202.3,96.9,17
,6/30/2024,6813.6,516.8,399.5,15.3
Chihuahua,11/14/2024,6810.2,156.4,76.5,20.4
Querétaro,11/13/2024,6805.1,164.9,73.1,17
,6/28/2024,6801.7,618.8,459,23.8
Veracruz,11/7/2024,6798.3,178.5,79.9,8.5
Tamaulipas,11/24/2024,6796.6,163.2,54.4,6.8
Jalisco,6/27/2024,6777.9,289,119,22.1
México,2/25/2024,6771.1,255,238,25.5
Chihuahua,11/28/2024,6769.4,193.8,64.6,11.9
Querétaro,11/27/2024,6766,175.1,79.9,23.8
Jalisco,2/27/2024,6740.5,268.6,280.5,30.6
Nuevo León,3/14/2024,6735.4,258.4,88.4,13.6
,4/3/2024,6733.7,241.4,107.1,28.9
Jalisco,6/21/2024,6733.7,319.6,115.6,25.5
Jalisco,1/16/2024,6732,302.6,215.9,22.1
México,1/26/2024,6723.5,283.9,197.2,22.1
,7/25/2024,6720.1,1154.3,911.2,30.6
Nuevo León,6/15/2024,6716.7,255,98.6,13.6
México,5/30/2024,6711.6,316.2,142.8,45.9
Sinaloa,11/5/2024,6704.8,212.5,59.5,15.3
,11/1/2024,6701.4,1516.4,1407.6,5.1
Michoacán,11/17/2024,6699.7,244.8,192.1,57.8
Jalisco,1/22/2024,6699.7,236.3,197.2,28.9
México,12/27/2023,6689.5,379.1,368.9,35.7
Coahuila,11/16/2024,6687.8,204,115.6,30.6
México,1/30/2024,6675.9,312.8,263.5,32.3
Nuevo León,7/25/2024,6674.2,467.5,282.2,76.5
Jalisco,1/21/2024,6672.5,244.8,164.9,20.4
Jalisco,2/9/2024,6670.8,260.1,234.6,34
Michoacán,11/16/2024,6667.4,253.3,161.5,51
Chihuahua,12/1/2024,6660.6,231.2,95.2,22.1
Jalisco,2/7/2024,6652.1,334.9,304.3,30.6
Querétaro,11/12/2024,6652.1,173.4,96.9,23.8
Jalisco,6/24/2024,6648.7,297.5,139.4,34
Sonora,11/23/2024,6643.6,185.3,74.8,18.7
Jalisco,3/29/2024,6640.2,270.3,125.8,28.9
Morelos,5/15/2024,6631.7,187,68,10.2
Querétaro,12/1/2024,6621.5,238,85,45.9
,11/2/2024,6613,1555.5,1485.8,3.4
Veracruz,5/17/2024,6613,221,113.9,15.3
Nuevo León,6/22/2024,6611.3,251.6,93.5,18.7
Jalisco,3/30/2024,6609.6,248.2,107.1,20.4
Sinaloa,11/6/2024,6602.8,236.3,69.7,11.9
México,2/23/2024,6584.1,295.8,294.1,30.6
,12/3/2024,6580.7,239.7,129.2,23.8
Puebla,7/16/2024,6575.6,311.1,120.7,32.3
Jalisco,7/12/2024,6573.9,260.1,156.4,34
Sonora,11/17/2024,6572.2,268.6,105.4,30.6
Jalisco,7/13/2024,6567.1,251.6,115.6,28.9
Sinaloa,11/8/2024,6565.4,178.5,64.6,13.6
Jalisco,2/15/2024,6558.6,275.4,234.6,17
Veracruz,11/11/2024,6556.9,192.1,78.2,20.4
Jalisco,1/3/2024,6543.3,331.5,278.8,35.7
Chihuahua,11/21/2024,6538.2,181.9,76.5,15.3
Tamaulipas,11/18/2024,6516.1,255,142.8,45.9
Nuevo León,2/12/2024,6502.5,268.6,249.9,23.8
Jalisco,1/25/2024,6500.8,256.7,256.7,27.2
Nuevo León,6/7/2024,6499.1,226.1,134.3,23.8
Jalisco,2/6/2024,6499.1,289,263.5,18.7
,7/5/2024,6497.4,651.1,540.6,20.4
Sonora,11/22/2024,6495.7,175.1,68,10.2
Nuevo León,6/3/2024,6492.3,192.1,96.9,27.2
Guanajuato,5/16/2024,6488.9,251.6,130.9,30.6
Sonora,11/15/2024,6485.5,214.2,115.6,28.9
Yucatán,11/25/2024,6480.4,166.6,95.2,22.1
Quintana Roo,11/26/2024,6470.2,120.7,52.7,15.3
Yucatán,11/28/2024,6468.5,175.1,78.2,18.7
Nuevo León,6/27/2024,6465.1,258.4,96.9,17
Jalisco,1/4/2024,6463.4,326.4,248.2,42.5
Jalisco,6/25/2024,6460,268.6,112.2,20.4
Querétaro,11/29/2024,6456.6,227.8,136,37.4
Nuevo León,6/4/2024,6456.6,204,105.4,20.4
México,2/14/2024,6453.2,243.1,258.4,23.8
Jalisco,2/11/2024,6451.5,292.4,261.8,25.5
Coahuila,11/23/2024,6448.1,156.4,42.5,6.8
Guanajuato,9/7/2024,6448.1,147.9,56.1,10.2
Puebla,5/23/2024,6444.7,209.1,132.6,35.7
Jalisco,2/5/2024,6439.6,299.2,265.2,44.2
Baja California,12/3/2024,6439.6,253.3,110.5,28.9
Jalisco,1/29/2024,6427.7,232.9,187,23.8
Puebla,11/21/2024,6427.7,163.2,78.2,22.1
Nuevo León,2/19/2024,6407.3,221,192.1,30.6
Nuevo León,5/25/2024,6402.2,202.3,107.1,22.1
Nuevo León,6/24/2024,6400.5,278.8,130.9,32.3
Guanajuato,7/16/2024,6393.7,241.4,93.5,18.7
Quintana Roo,11/28/2024,6393.7,171.7,68,10.2
,6/12/2024,6390.3,571.2,465.8,34
Yucatán,11/26/2024,6388.6,161.5,59.5,8.5
,4/4/2024,6386.9,178.5,102,18.7
Sinaloa,11/7/2024,6381.8,224.4,71.4,17
Puebla,11/20/2024,6378.4,146.2,76.5,22.1
Nuevo León,3/31/2024,6371.6,214.2,113.9,28.9
Quintana Roo,11/25/2024,6368.2,193.8,91.8,18.7
Jalisco,2/26/2024,6359.7,219.3,202.3,23.8
Baja California,11/14/2024,6352.9,178.5,57.8,15.3
,6/10/2024,6351.2,457.3,334.9,15.3
Jalisco,6/26/2024,6346.1,307.7,132.6,28.9
Tamaulipas,11/15/2024,6342.7,217.6,113.9,28.9
Jalisco,2/2/2024,6341,280.5,272,34
Jalisco,2/17/2024,6339.3,246.5,181.9,23.8
,4/9/2024,6325.7,178.5,144.5,23.8
Guanajuato,11/14/2024,6324,122.4,68,15.3
Sinaloa,11/11/2024,6322.3,202.3,86.7,28.9
Jalisco,7/14/2024,6315.5,232.9,130.9,37.4
Jalisco,1/2/2024,6298.5,311.1,275.4,37.4
Veracruz,9/7/2024,6288.3,164.9,40.8,5.1
México,12/26/2023,6279.8,326.4,367.2,51
Nuevo León,2/9/2024,6276.4,224.4,197.2,18.7
,6/17/2024,6267.9,566.1,459,22.1
Chihuahua,11/27/2024,6262.8,181.9,81.6,13.6
Jalisco,1/14/2024,6261.1,256.7,180.2,34
Nuevo León,2/16/2024,6261.1,224.4,168.3,23.8
Jalisco,1/11/2024,6254.3,243.1,238,39.1
Jalisco,2/4/2024,6252.6,268.6,221,20.4
Nuevo León,2/18/2024,6250.9,215.9,153,11.9
Michoacán,11/22/2024,6239,146.2,68,5.1
Nuevo León,2/28/2024,6233.9,185.3,144.5,28.9
Nuevo León,3/2/2024,6232.2,231.2,90.1,13.6
Baja California,11/29/2024,6228.8,180.2,47.6,5.1
Jalisco,6/8/2024,6227.1,270.3,127.5,23.8
Chihuahua,12/2/2024,6227.1,187,79.9,15.3
Nuevo León,6/6/2024,6223.7,193.8,107.1,22.1
Jalisco,1/20/2024,6222,248.2,187,27.2
Jalisco,5/28/2024,6222,260.1,146.2,49.3
Jalisco,1/12/2024,6222,249.9,168.3,28.9
Nuevo León,6/25/2024,6213.5,243.1,100.3,22.1
Jalisco,6/15/2024,6210.1,263.5,139.4,11.9
Veracruz,11/4/2024,6208.4,175.1,49.3,6.8
Nuevo León,2/17/2024,6206.7,231.2,176.8,30.6
Baja California,12/2/2024,6205,204,103.7,22.1
Chihuahua,11/20/2024,6196.5,127.5,52.7,15.3
Jalisco,2/23/2024,6194.8,272,231.2,28.9
Nuevo León,6/5/2024,6179.5,238,127.5,22.1
Jalisco,1/13/2024,6172.7,307.7,202.3,30.6
Coahuila,11/22/2024,6169.3,136,61.2,6.8
Jalisco,6/22/2024,6165.9,239.7,98.6,22.1
Nuevo León,2/29/2024,6160.8,197.2,81.6,20.4
Jalisco,12/30/2023,6160.8,270.3,210.8,20.4
Baja California,11/27/2024,6157.4,190.4,68,13.6
Tamaulipas,11/23/2024,6157.4,144.5,62.9,13.6
,3/11/2024,6157.4,187,113.9,23.8
Nuevo León,5/27/2024,6147.2,204,100.3,32.3
Sinaloa,11/10/2024,6145.5,183.6,71.4,18.7
Jalisco,6/6/2024,6142.1,231.2,113.9,15.3
Veracruz,5/20/2024,6142.1,243.1,139.4,17
Guanajuato,11/25/2024,6142.1,130.9,66.3,8.5
Veracruz,5/19/2024,6135.3,198.9,120.7,22.1
Baja California,12/1/2024,6135.3,197.2,76.5,17
Nuevo León,1/15/2024,6114.9,227.8,153,28.9
Veracruz,11/9/2024,6114.9,161.5,74.8,18.7
Puebla,11/14/2024,6114.9,161.5,73.1,25.5
Puebla,5/16/2024,6104.7,197.2,110.5,22.1
,12/13/2023,6101.3,222.7,226.1,20.4
México,2/21/2024,6094.5,234.6,265.2,42.5
Coahuila,11/17/2024,6092.8,258.4,146.2,45.9
Jalisco,2/20/2024,6091.1,205.7,197.2,23.8
Jalisco,1/24/2024,6089.4,190.4,151.3,22.1
,6/29/2024,6089.4,542.3,425,10.2
,4/12/2024,6082.6,193.8,95.2,23.8
Jalisco,6/5/2024,6067.3,249.9,120.7,28.9
Jalisco,6/4/2024,6065.6,227.8,120.7,34
,4/5/2024,6065.6,175.1,96.9,17
Baja California,11/20/2024,6058.8,198.9,81.6,17
Jalisco,1/31/2024,6057.1,243.1,248.2,42.5
Nuevo León,1/8/2024,6057.1,238,151.3,18.7
Chihuahua,12/3/2024,6048.6,205.7,102,28.9
Guanajuato,11/21/2024,6043.5,159.8,62.9,20.4
,6/11/2024,6041.8,542.3,433.5,17
Jalisco,6/23/2024,6038.4,255,105.4,28.9
,6/18/2024,6006.1,557.6,433.5,13.6
Jalisco,6/3/2024,6002.7,176.8,108.8,15.3
Nuevo León,5/28/2024,5994.2,263.5,103.7,30.6
Nuevo León,2/15/2024,5994.2,219.3,166.6,23.8
Tamaulipas,11/22/2024,5987.4,129.2,54.4,5.1
Baja California,11/13/2024,5970.4,181.9,59.5,11.9
Jalisco,5/27/2024,5961.9,222.7,134.3,34
Chihuahua,11/12/2024,5960.2,181.9,74.8,13.6
Jalisco,1/5/2024,5955.1,256.7,226.1,22.1
Veracruz,7/16/2024,5955.1,207.4,79.9,8.5
Nuevo León,1/21/2024,5951.7,222.7,161.5,18.7
Baja California,11/19/2024,5950,175.1,107.1,17
Puebla,11/19/2024,5950,166.6,96.9,25.5
Jalisco,2/3/2024,5944.9,227.8,212.5,17
Jalisco,6/7/2024,5944.9,246.5,113.9,17
Guanajuato,9/5/2024,5936.4,164.9,44.2,8.5
,5/9/2024,5936.4,192.1,102,13.6
,4/17/2024,5933,202.3,91.8,22.1
Yucatán,11/20/2024,5931.3,170,64.6,20.4
Jalisco,1/28/2024,5929.6,224.4,146.2,23.8
Jalisco,1/23/2024,5926.2,251.6,197.2,28.9
,7/6/2024,5924.5,180.2,122.4,23.8
,6/13/2024,5922.8,504.9,440.3,20.4
Chihuahua,11/13/2024,5919.4,163.2,83.3,15.3
Nuevo León,5/24/2024,5919.4,209.1,93.5,23.8
Nuevo León,2/6/2024,5916,234.6,181.9,17
Nuevo León,1/10/2024,5914.3,232.9,164.9,32.3
,4/8/2024,5909.2,210.8,125.8,25.5
Sinaloa,11/9/2024,5905.8,183.6,66.3,10.2
Jalisco,2/10/2024,5899,234.6,197.2,23.8
Chihuahua,11/19/2024,5897.3,154.7,78.2,15.3
Guanajuato,10/1/2024,5887.1,219.3,47.6,18.7
Nuevo León,2/5/2024,5883.7,268.6,202.3,22.1
Puebla,11/26/2024,5878.6,112.2,56.1,13.6
,4/28/2024,5876.9,178.5,108.8,17
Nuevo León,1/7/2024,5871.8,193.8,122.4,8.5
Querétaro,11/8/2024,5868.4,124.1,74.8,22.1
México,2/24/2024,5863.3,207.4,200.6,20.4
Nuevo León,3/29/2024,5861.6,221,105.4,30.6
Nuevo León,1/14/2024,5858.2,221,181.9,23.8
Jalisco,1/6/2024,5849.7,253.3,212.5,30.6
Tamaulipas,11/16/2024,5846.3,202.3,105.4,23.8
Guanajuato,11/19/2024,5834.4,142.8,88.4,23.8
Nuevo León,1/13/2024,5825.9,265.2,170,20.4
Querétaro,11/5/2024,5825.9,185.3,78.2,18.7
Veracruz,9/5/2024,5824.2,188.7,47.6,3.4
,4/16/2024,5822.5,190.4,107.1,20.4
Guanajuato,5/23/2024,5819.1,158.1,85,17
Nuevo León,2/11/2024,5812.3,193.8,149.6,18.7
Jalisco,12/28/2023,5808.9,278.8,253.3,37.4
Sinaloa,11/4/2024,5803.8,224.4,59.5,18.7
Querétaro,11/6/2024,5797,163.2,85,25.5
Guanajuato,11/13/2024,5793.6,164.9,66.3,13.6
,7/7/2024,5791.9,193.8,100.3,18.7
Guanajuato,11/20/2024,5785.1,136,56.1,17
Veracruz,11/3/2024,5785.1,146.2,66.3,22.1
Veracruz,5/18/2024,5785.1,181.9,100.3,23.8
Puebla,11/13/2024,5776.6,146.2,64.6,11.9
Nuevo León,5/26/2024,5768.1,224.4,107.1,22.1
Nuevo León,2/7/2024,5759.6,266.9,171.7,22.1
Baja California,11/12/2024,5752.8,178.5,54.4,5.1
Jalisco,1/27/2024,5752.8,217.6,188.7,17
Jalisco,1/26/2024,5751.1,215.9,176.8,22.1
Jalisco,12/29/2023,5751.1,283.9,244.8,13.6
Guanajuato,11/26/2024,5747.7,147.9,68,20.4
,4/15/2024,5746,193.8,90.1,18.7
Puebla,11/28/2024,5727.3,142.8,56.1,22.1
Quintana Roo,11/14/2024,5727.3,159.8,61.2,10.2
Querétaro,11/7/2024,5722.2,176.8,83.3,11.9
Nuevo León,2/27/2024,5722.2,205.7,161.5,10.2
,5/11/2024,5715.4,159.8,76.5,10.2
Puebla,12/2/2024,5710.3,181.9,130.9,32.3
Nuevo León,6/26/2024,5710.3,260.1,81.6,13.6
Quintana Roo,11/20/2024,5706.9,144.5,49.3,13.6
Nuevo León,1/12/2024,5706.9,297.5,171.7,30.6
Nuevo León,1/18/2024,5700.1,185.3,137.7,13.6
,5/12/2024,5691.6,185.3,96.9,13.6
Nuevo León,1/17/2024,5684.8,180.2,147.9,27.2
Tamaulipas,11/17/2024,5683.1,209.1,130.9,44.2
Quintana Roo,11/27/2024,5681.4,159.8,57.8,15.3
Yucatán,11/21/2024,5669.5,144.5,51,11.9
Quintana Roo,11/21/2024,5662.7,158.1,98.6,18.7
Chihuahua,11/29/2024,5650.8,139.4,68,22.1
Yucatán,11/27/2024,5649.1,154.7,64.6,17
Sinaloa,11/3/2024,5647.4,200.6,61.2,13.6
Puebla,11/25/2024,5637.2,125.8,66.3,15.3
Veracruz,7/22/2024,5618.5,283.9,120.7,20.4
,6/14/2024,5611.7,537.2,423.3,8.5
Veracruz,10/17/2024,5608.3,134.3,44.2,6.8
,6/27/2024,5601.5,574.6,459,18.7
