2025-07-28 22:54:36 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:38 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:42 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:48 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:48 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:49 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:51 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:52 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:52 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:53 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:54 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:54:57 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:55:01 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:55:02 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:55:07 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-28 22:55:07 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2065 | Starting run_geo_analysis_streamlit_app............
2025-07-28 22:55:07 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2074 | Step 1: Generating market correlations.....
2025-07-28 22:55:07 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2076 | Market correlations generated successfully.
2025-07-28 22:55:07 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2079 | Step 2: Finding best groups for control and treatment.....
2025-07-28 22:55:07 | INFO     | Murray.main:BetterGroups:1007 | Starting single-cell mode
2025-07-28 22:55:09 | INFO     | Murray.main:BetterGroups:1039 | Processed 1/40000 groups
2025-07-28 22:56:16 | INFO     | Murray.main:BetterGroups:1039 | Processed 4000/40000 groups
2025-07-28 22:57:25 | INFO     | Murray.main:BetterGroups:1039 | Processed 8000/40000 groups
2025-07-28 22:58:34 | INFO     | Murray.main:BetterGroups:1039 | Processed 12000/40000 groups
2025-07-28 22:59:45 | INFO     | Murray.main:BetterGroups:1039 | Processed 16000/40000 groups
2025-07-28 23:00:57 | INFO     | Murray.main:BetterGroups:1039 | Processed 20000/40000 groups
2025-07-28 23:02:10 | INFO     | Murray.main:BetterGroups:1039 | Processed 24000/40000 groups
2025-07-28 23:03:22 | INFO     | Murray.main:BetterGroups:1039 | Processed 28000/40000 groups
2025-07-28 23:04:38 | INFO     | Murray.main:BetterGroups:1039 | Processed 32000/40000 groups
2025-07-28 23:05:55 | INFO     | Murray.main:BetterGroups:1039 | Processed 36000/40000 groups
2025-07-28 23:07:11 | INFO     | Murray.main:BetterGroups:1039 | Processed 40000/40000 groups
2025-07-28 23:07:11 | INFO     | Murray.main:BetterGroups:1040 | All groups processed. Results count: 40000
2025-07-28 23:07:12 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2096 | BetterGroups completed successfully. Results for 8 sizes
2025-07-28 23:07:12 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2101 | Step 3: Evaluating sensitivity for different deltas and periods.....
2025-07-28 23:08:25 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 25 completed for size 6. MDE found: None with p-value: None, power: None
2025-07-28 23:09:44 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 30 completed for size 6. MDE found: 0.08 with p-value: 0.0302, power: 0.8400
2025-07-28 23:11:06 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 35 completed for size 6. MDE found: 0.06999999999999999 with p-value: 0.0221, power: 0.9200
2025-07-28 23:12:28 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 40 completed for size 6. MDE found: 0.060000000000000005 with p-value: 0.0260, power: 0.8200
2025-07-28 23:13:48 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 45 completed for size 6. MDE found: 0.060000000000000005 with p-value: 0.0236, power: 0.8800
2025-07-28 23:15:08 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 25 completed for size 7. MDE found: None with p-value: None, power: None
2025-07-28 23:16:29 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 30 completed for size 7. MDE found: 0.09 with p-value: 0.0332, power: 0.8200
2025-07-28 23:17:49 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 35 completed for size 7. MDE found: 0.06999999999999999 with p-value: 0.0344, power: 0.8400
2025-07-28 23:19:05 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 40 completed for size 7. MDE found: 0.060000000000000005 with p-value: 0.0257, power: 0.8600
2025-07-28 23:20:22 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 45 completed for size 7. MDE found: 0.060000000000000005 with p-value: 0.0251, power: 0.8600
2025-07-28 23:21:37 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 25 completed for size 8. MDE found: 0.06999999999999999 with p-value: 0.0329, power: 0.8200
2025-07-28 23:22:50 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 30 completed for size 8. MDE found: 0.060000000000000005 with p-value: 0.0168, power: 0.9200
2025-07-28 23:24:04 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 35 completed for size 8. MDE found: 0.05 with p-value: 0.0183, power: 0.9200
2025-07-28 23:25:18 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 40 completed for size 8. MDE found: 0.04 with p-value: 0.0132, power: 0.9800
2025-07-28 23:26:35 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 45 completed for size 8. MDE found: 0.04 with p-value: 0.0200, power: 0.9000
2025-07-28 23:27:48 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 25 completed for size 9. MDE found: 0.08 with p-value: 0.0210, power: 0.8600
2025-07-28 23:29:01 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 30 completed for size 9. MDE found: 0.060000000000000005 with p-value: 0.0279, power: 0.8800
2025-07-28 23:30:16 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 35 completed for size 9. MDE found: 0.060000000000000005 with p-value: 0.0153, power: 0.9400
2025-07-28 23:31:30 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 40 completed for size 9. MDE found: 0.05 with p-value: 0.0217, power: 0.8800
2025-07-28 23:32:45 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 45 completed for size 9. MDE found: 0.05 with p-value: 0.0088, power: 1.0000
2025-07-28 23:34:01 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 25 completed for size 10. MDE found: 0.06999999999999999 with p-value: 0.0261, power: 0.8800
2025-07-28 23:35:20 | INFO     | Murray.main:evaluate_sensitivity:1937 | Period 30 completed for size 10. MDE found: 0.04 with p-value: 0.0461, power: 0.8000
