2025-07-17 10:35:26 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-17 10:35:29 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-17 10:35:29 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-17 10:35:31 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-17 10:35:32 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-17 10:35:35 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-17 10:35:43 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-17 10:35:47 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-17 10:35:49 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-17 10:35:51 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-17 10:35:51 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1593 | Starting run_geo_analysis_streamlit_app............
2025-07-17 10:35:51 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1602 | Step 1: Generating market correlations.....
2025-07-17 10:35:51 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1604 | Market correlations generated successfully.
2025-07-17 10:35:51 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1607 | Step 2: Finding best groups for control and treatment.....
2025-07-17 10:35:51 | INFO     | Murray.main:BetterGroups:893 | Starting single-cell mode
2025-07-17 10:35:54 | INFO     | Murray.main:BetterGroups:925 | Processed 1/50000 groups
2025-07-17 10:36:51 | INFO     | Murray.main:BetterGroups:925 | Processed 5000/50000 groups
2025-07-17 10:37:50 | INFO     | Murray.main:BetterGroups:925 | Processed 10000/50000 groups
2025-07-17 10:38:47 | INFO     | Murray.main:BetterGroups:925 | Processed 15000/50000 groups
2025-07-17 10:39:47 | INFO     | Murray.main:BetterGroups:925 | Processed 20000/50000 groups
2025-07-17 10:40:47 | INFO     | Murray.main:BetterGroups:925 | Processed 25000/50000 groups
2025-07-17 10:41:48 | INFO     | Murray.main:BetterGroups:925 | Processed 30000/50000 groups
2025-07-17 10:42:46 | INFO     | Murray.main:BetterGroups:925 | Processed 35000/50000 groups
2025-07-17 10:43:45 | INFO     | Murray.main:BetterGroups:925 | Processed 40000/50000 groups
2025-07-17 10:44:40 | INFO     | Murray.main:BetterGroups:925 | Processed 45000/50000 groups
2025-07-17 10:45:26 | INFO     | Murray.main:BetterGroups:925 | Processed 50000/50000 groups
2025-07-17 10:45:26 | INFO     | Murray.main:BetterGroups:926 | All groups processed. Results count: 50000
2025-07-17 10:45:26 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1623 | BetterGroups completed successfully. Results for 10 sizes
2025-07-17 10:45:26 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1628 | Step 3: Evaluating sensitivity for different deltas and periods.....
2025-07-17 10:46:23 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 15 completed for size 5. MDE found: 0.02 with p-value: 0.0087, power: 0.9400
2025-07-17 10:47:15 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 20 completed for size 5. MDE found: 0.02 with p-value: 0.0113, power: 0.9200
2025-07-17 10:48:06 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 25 completed for size 5. MDE found: 0.02 with p-value: 0.0137, power: 0.9400
2025-07-17 10:48:54 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 30 completed for size 5. MDE found: 0.01 with p-value: 0.0253, power: 0.9000
2025-07-17 10:49:46 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 15 completed for size 6. MDE found: 0.03 with p-value: 0.0270, power: 0.8600
2025-07-17 10:50:37 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 20 completed for size 6. MDE found: 0.03 with p-value: 0.0176, power: 0.8800
2025-07-17 10:51:28 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 25 completed for size 6. MDE found: 0.03 with p-value: 0.0079, power: 0.9800
2025-07-17 10:52:18 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 30 completed for size 6. MDE found: 0.02 with p-value: 0.0164, power: 0.9800
2025-07-17 10:53:09 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 15 completed for size 7. MDE found: 0.03 with p-value: 0.0285, power: 0.8400
2025-07-17 10:54:01 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 20 completed for size 7. MDE found: 0.03 with p-value: 0.0053, power: 0.9800
2025-07-17 10:54:51 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 25 completed for size 7. MDE found: 0.03 with p-value: 0.0087, power: 0.9600
2025-07-17 10:55:43 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 30 completed for size 7. MDE found: 0.03 with p-value: 0.0111, power: 0.9600
2025-07-17 10:56:32 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 15 completed for size 8. MDE found: 0.03 with p-value: 0.0104, power: 0.9400
2025-07-17 10:57:22 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 20 completed for size 8. MDE found: 0.03 with p-value: 0.0061, power: 0.9800
2025-07-17 10:58:15 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 25 completed for size 8. MDE found: 0.02 with p-value: 0.0339, power: 0.8000
2025-07-17 10:59:05 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 30 completed for size 8. MDE found: 0.02 with p-value: 0.0074, power: 0.9600
2025-07-17 10:59:57 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 15 completed for size 9. MDE found: 0.04 with p-value: 0.0072, power: 0.9800
2025-07-17 11:00:46 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 20 completed for size 9. MDE found: 0.04 with p-value: 0.0168, power: 0.8800
2025-07-17 11:01:38 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 25 completed for size 9. MDE found: 0.04 with p-value: 0.0164, power: 0.9800
2025-07-17 11:02:27 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 30 completed for size 9. MDE found: 0.03 with p-value: 0.0115, power: 0.9400
2025-07-17 11:03:17 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 15 completed for size 10. MDE found: 0.02 with p-value: 0.0157, power: 0.9200
2025-07-17 11:04:07 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 20 completed for size 10. MDE found: 0.02 with p-value: 0.0061, power: 1.0000
2025-07-17 11:04:58 | INFO     | Murray.main:evaluate_sensitivity:1472 | Period 25 completed for size 10. MDE found: 0.02 with p-value: 0.0187, power: 0.8800
