2025-07-22 20:56:51 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-22 20:56:53 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-22 20:56:57 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-22 20:56:57 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2032 | Starting run_geo_analysis_streamlit_app............
2025-07-22 20:56:57 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2041 | Step 1: Generating market correlations.....
2025-07-22 20:56:57 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2043 | Market correlations generated successfully.
2025-07-22 20:56:57 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2046 | Step 2: Finding best groups for control and treatment.....
2025-07-22 20:56:57 | INFO     | Murray.main:BetterGroups:974 | Starting single-cell mode
2025-07-22 20:56:58 | INFO     | Murray.main:BetterGroups:1006 | Processed 1/40000 groups
2025-07-22 20:57:48 | INFO     | Murray.main:BetterGroups:1006 | Processed 4000/40000 groups
2025-07-22 20:58:39 | INFO     | Murray.main:BetterGroups:1006 | Processed 8000/40000 groups
2025-07-22 20:59:27 | INFO     | Murray.main:BetterGroups:1006 | Processed 12000/40000 groups
2025-07-22 21:00:10 | INFO     | Murray.main:BetterGroups:1006 | Processed 16000/40000 groups
2025-07-22 21:00:52 | INFO     | Murray.main:BetterGroups:1006 | Processed 20000/40000 groups
2025-07-22 21:01:35 | INFO     | Murray.main:BetterGroups:1006 | Processed 24000/40000 groups
2025-07-22 21:02:11 | INFO     | Murray.main:BetterGroups:1006 | Processed 28000/40000 groups
2025-07-22 21:02:40 | INFO     | Murray.main:BetterGroups:1006 | Processed 32000/40000 groups
2025-07-22 21:03:03 | INFO     | Murray.main:BetterGroups:1006 | Processed 36000/40000 groups
2025-07-22 21:03:23 | INFO     | Murray.main:BetterGroups:1006 | Processed 40000/40000 groups
2025-07-22 21:03:23 | INFO     | Murray.main:BetterGroups:1007 | All groups processed. Results count: 40000
2025-07-22 21:03:23 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2063 | BetterGroups completed successfully. Results for 8 sizes
2025-07-22 21:03:23 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2068 | Step 3: Evaluating sensitivity for different deltas and periods.....
2025-07-22 21:04:14 | INFO     | Murray.main:evaluate_sensitivity:1904 | Period 30 completed for size 6. MDE found: 0.03 with p-value: 0.0103, power: 0.9400
2025-07-22 21:05:05 | INFO     | Murray.main:evaluate_sensitivity:1904 | Period 35 completed for size 6. MDE found: 0.02 with p-value: 0.0223, power: 0.8800
2025-07-22 21:05:56 | INFO     | Murray.main:evaluate_sensitivity:1904 | Period 40 completed for size 6. MDE found: 0.02 with p-value: 0.0189, power: 0.9000
2025-07-22 21:06:49 | INFO     | Murray.main:evaluate_sensitivity:1904 | Period 45 completed for size 6. MDE found: 0.03 with p-value: 0.0053, power: 0.9800
2025-07-22 21:07:39 | INFO     | Murray.main:evaluate_sensitivity:1904 | Period 30 completed for size 7. MDE found: 0.02 with p-value: 0.0244, power: 0.9000
2025-07-22 21:08:31 | INFO     | Murray.main:evaluate_sensitivity:1904 | Period 35 completed for size 7. MDE found: 0.02 with p-value: 0.0107, power: 0.9200
