2025-07-16 23:52:32 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 23:52:34 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 23:52:34 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1814 | Starting run_geo_analysis_streamlit_app............
2025-07-16 23:52:34 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1823 | Step 1: Generating market correlations.....
2025-07-16 23:52:34 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1825 | Market correlations generated successfully.
2025-07-16 23:52:34 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1828 | Step 2: Finding best groups for control and treatment.....
2025-07-16 23:52:34 | ERROR    | Murray.main:run_geo_analysis_streamlit_app:1842 | BetterGroups returned None, stopping execution
2025-07-16 23:53:23 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 23:53:24 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 23:53:24 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1814 | Starting run_geo_analysis_streamlit_app............
2025-07-16 23:53:24 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1823 | Step 1: Generating market correlations.....
2025-07-16 23:53:25 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1825 | Market correlations generated successfully.
2025-07-16 23:53:25 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1828 | Step 2: Finding best groups for control and treatment.....
2025-07-16 23:53:25 | ERROR    | Murray.main:run_geo_analysis_streamlit_app:1842 | BetterGroups returned None, stopping execution
