2025-07-22 22:26:43 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-22 22:26:46 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-22 22:26:48 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-22 22:26:48 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2032 | Starting run_geo_analysis_streamlit_app............
2025-07-22 22:26:48 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2041 | Step 1: Generating market correlations.....
2025-07-22 22:26:48 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2043 | Market correlations generated successfully.
2025-07-22 22:26:48 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2046 | Step 2: Finding best groups for control and treatment.....
2025-07-22 22:26:48 | INFO     | Murray.main:BetterGroups:974 | Starting single-cell mode
2025-07-22 22:26:50 | INFO     | Murray.main:BetterGroups:1006 | Processed 1/40000 groups
2025-07-22 22:27:45 | INFO     | Murray.main:BetterGroups:1006 | Processed 4000/40000 groups
2025-07-22 22:28:36 | INFO     | Murray.main:BetterGroups:1006 | Processed 8000/40000 groups
2025-07-22 22:29:28 | INFO     | Murray.main:BetterGroups:1006 | Processed 12000/40000 groups
2025-07-22 22:30:15 | INFO     | Murray.main:BetterGroups:1006 | Processed 16000/40000 groups
2025-07-22 22:30:58 | INFO     | Murray.main:BetterGroups:1006 | Processed 20000/40000 groups
2025-07-22 22:31:37 | INFO     | Murray.main:BetterGroups:1006 | Processed 24000/40000 groups
2025-07-22 22:32:15 | INFO     | Murray.main:BetterGroups:1006 | Processed 28000/40000 groups
2025-07-22 22:32:43 | INFO     | Murray.main:BetterGroups:1006 | Processed 32000/40000 groups
2025-07-22 22:33:08 | INFO     | Murray.main:BetterGroups:1006 | Processed 36000/40000 groups
2025-07-22 22:33:31 | INFO     | Murray.main:BetterGroups:1006 | Processed 40000/40000 groups
2025-07-22 22:33:31 | INFO     | Murray.main:BetterGroups:1007 | All groups processed. Results count: 40000
2025-07-22 22:33:31 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2063 | BetterGroups completed successfully. Results for 8 sizes
2025-07-22 22:33:31 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2068 | Step 3: Evaluating sensitivity for different deltas and periods.....
2025-07-22 22:34:22 | INFO     | Murray.main:evaluate_sensitivity:1904 | Period 25 completed for size 6. MDE found: 0.03 with p-value: 0.0317, power: 0.8400
