2025-08-09 14:46:25 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-09 14:46:26 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-09 14:46:28 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-09 14:46:28 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1601 | Starting run_geo_analysis_streamlit_app............
2025-08-09 14:46:28 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1610 | Step 1: Generating market correlations.....
2025-08-09 14:46:28 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1612 | Market correlations generated successfully.
2025-08-09 14:46:28 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1615 | Step 2: Finding best groups for control and treatment.....
2025-08-09 14:46:28 | INFO     | Murray.main:BetterGroups:893 | Starting single-cell mode
2025-08-09 14:46:29 | INFO     | Murray.main:BetterGroups:925 | Processed 1/50000 groups
2025-08-09 14:46:49 | INFO     | Murray.main:BetterGroups:925 | Processed 5000/50000 groups
2025-08-09 14:47:10 | INFO     | Murray.main:BetterGroups:925 | Processed 10000/50000 groups
2025-08-09 14:47:28 | INFO     | Murray.main:BetterGroups:925 | Processed 15000/50000 groups
2025-08-09 14:47:44 | INFO     | Murray.main:BetterGroups:925 | Processed 20000/50000 groups
2025-08-09 14:47:59 | INFO     | Murray.main:BetterGroups:925 | Processed 25000/50000 groups
2025-08-09 14:48:13 | INFO     | Murray.main:BetterGroups:925 | Processed 30000/50000 groups
2025-08-09 14:48:24 | INFO     | Murray.main:BetterGroups:925 | Processed 35000/50000 groups
2025-08-09 14:48:34 | INFO     | Murray.main:BetterGroups:925 | Processed 40000/50000 groups
2025-08-09 14:48:42 | INFO     | Murray.main:BetterGroups:925 | Processed 45000/50000 groups
2025-08-09 14:48:47 | INFO     | Murray.main:BetterGroups:925 | Processed 50000/50000 groups
2025-08-09 14:48:47 | INFO     | Murray.main:BetterGroups:926 | All groups processed. Results count: 50000
2025-08-09 14:48:47 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1631 | BetterGroups completed successfully. Results for 10 sizes
