2025-08-09 18:32:51 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-09 18:32:53 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-09 18:32:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1601 | Starting run_geo_analysis_streamlit_app............
2025-08-09 18:32:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1610 | Step 1: Generating market correlations.....
2025-08-09 18:32:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1612 | Market correlations generated successfully.
2025-08-09 18:32:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1615 | Step 2: Finding best groups for control and treatment.....
2025-08-09 18:32:53 | INFO     | Murray.main:BetterGroups:893 | Starting single-cell mode
2025-08-09 18:32:53 | INFO     | Murray.main:BetterGroups:925 | Processed 1/30000 groups
2025-08-09 18:32:56 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-09 18:33:07 | INFO     | Murray.main:BetterGroups:925 | Processed 3000/30000 groups
2025-08-09 18:33:18 | INFO     | Murray.main:BetterGroups:925 | Processed 6000/30000 groups
2025-08-09 18:33:29 | INFO     | Murray.main:BetterGroups:925 | Processed 9000/30000 groups
2025-08-09 18:33:41 | INFO     | Murray.main:BetterGroups:925 | Processed 12000/30000 groups
2025-08-09 18:33:52 | INFO     | Murray.main:BetterGroups:925 | Processed 15000/30000 groups
2025-08-09 18:34:01 | INFO     | Murray.main:BetterGroups:925 | Processed 18000/30000 groups
2025-08-09 18:34:12 | INFO     | Murray.main:BetterGroups:925 | Processed 21000/30000 groups
2025-08-09 18:34:21 | INFO     | Murray.main:BetterGroups:925 | Processed 24000/30000 groups
