2025-07-16 10:50:05 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 10:50:08 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 10:50:09 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 10:50:09 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1529 | Starting run_geo_analysis_streamlit_app............
2025-07-16 10:50:09 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1538 | Step 1: Generating market correlations.....
2025-07-16 10:50:09 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1540 | Market correlations generated successfully.
2025-07-16 10:50:09 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1543 | Step 2: Finding best groups for control and treatment.....
2025-07-16 10:50:09 | INFO     | Murray.main:BetterGroups:893 | Starting single-cell mode
2025-07-16 10:50:12 | INFO     | Murray.main:BetterGroups:925 | Processed 1/50000 groups
2025-07-16 10:51:04 | INFO     | Murray.main:BetterGroups:925 | Processed 5000/50000 groups
2025-07-16 10:51:56 | INFO     | Murray.main:BetterGroups:925 | Processed 10000/50000 groups
2025-07-16 10:52:52 | INFO     | Murray.main:BetterGroups:925 | Processed 15000/50000 groups
2025-07-16 10:53:50 | INFO     | Murray.main:BetterGroups:925 | Processed 20000/50000 groups
2025-07-16 10:54:48 | INFO     | Murray.main:BetterGroups:925 | Processed 25000/50000 groups
2025-07-16 10:55:45 | INFO     | Murray.main:BetterGroups:925 | Processed 30000/50000 groups
2025-07-16 10:56:43 | INFO     | Murray.main:BetterGroups:925 | Processed 35000/50000 groups
2025-07-16 10:57:45 | INFO     | Murray.main:BetterGroups:925 | Processed 40000/50000 groups
2025-07-16 10:58:47 | INFO     | Murray.main:BetterGroups:925 | Processed 45000/50000 groups
2025-07-16 10:59:52 | INFO     | Murray.main:BetterGroups:925 | Processed 50000/50000 groups
2025-07-16 10:59:52 | INFO     | Murray.main:BetterGroups:926 | All groups processed. Results count: 50000
2025-07-16 10:59:52 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1559 | BetterGroups completed successfully. Results for 10 sizes
2025-07-16 10:59:52 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1564 | Step 3: Evaluating sensitivity for different deltas and periods.....
2025-07-16 11:01:40 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 15 completed for size 5. MDE found: 0.060000000000000005 with p-value: 0.0147, power: 0.9400 and CI: (0.8745 - 1.0000)
2025-07-16 11:03:27 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 20 completed for size 5. MDE found: 0.02 with p-value: 0.0318, power: 0.8200 and CI: (0.7141 - 0.9259)
2025-07-16 11:05:19 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 25 completed for size 5. MDE found: 0.04 with p-value: 0.0226, power: 0.8400 and CI: (0.7389 - 0.9411)
2025-07-16 11:07:13 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 30 completed for size 5. MDE found: 0.04 with p-value: 0.0181, power: 0.9400 and CI: (0.8745 - 1.0000)
2025-07-16 11:09:04 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 35 completed for size 5. MDE found: 0.05 with p-value: 0.0210, power: 0.8800 and CI: (0.7904 - 0.9696)
2025-07-16 11:10:56 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 40 completed for size 5. MDE found: 0.04 with p-value: 0.0225, power: 0.9000 and CI: (0.8173 - 0.9827)
2025-07-16 11:12:45 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 15 completed for size 6. MDE found: 0.02 with p-value: 0.0214, power: 0.9400 and CI: (0.8745 - 1.0000)
2025-07-16 11:14:35 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 20 completed for size 6. MDE found: 0.01 with p-value: 0.0045, power: 1.0000 and CI: (1.0000 - 1.0000)
2025-07-16 11:16:24 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 25 completed for size 6. MDE found: 0.02 with p-value: 0.0128, power: 0.9600 and CI: (0.9060 - 1.0000)
2025-07-16 11:18:14 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 30 completed for size 6. MDE found: 0.02 with p-value: 0.0137, power: 0.9600 and CI: (0.9060 - 1.0000)
2025-07-16 11:20:04 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 35 completed for size 6. MDE found: 0.04 with p-value: 0.0252, power: 0.9000 and CI: (0.8173 - 0.9827)
2025-07-16 11:21:55 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 40 completed for size 6. MDE found: 0.04 with p-value: 0.0181, power: 0.9400 and CI: (0.8745 - 1.0000)
2025-07-16 11:23:43 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 15 completed for size 7. MDE found: 0.04 with p-value: 0.0220, power: 0.8800 and CI: (0.7904 - 0.9696)
2025-07-16 11:25:32 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 20 completed for size 7. MDE found: 0.02 with p-value: 0.0112, power: 1.0000 and CI: (1.0000 - 1.0000)
2025-07-16 11:27:20 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 25 completed for size 7. MDE found: 0.060000000000000005 with p-value: 0.0222, power: 0.8200 and CI: (0.7141 - 0.9259)
2025-07-16 11:29:10 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 30 completed for size 7. MDE found: None with p-value: None, power: None and CI: None
2025-07-16 11:30:59 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 35 completed for size 7. MDE found: None with p-value: None, power: None and CI: None
2025-07-16 11:32:49 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 40 completed for size 7. MDE found: None with p-value: None, power: None and CI: None
2025-07-16 11:34:38 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 15 completed for size 8. MDE found: 0.01 with p-value: 0.0299, power: 0.8600 and CI: (0.7643 - 0.9557)
2025-07-16 11:36:26 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 20 completed for size 8. MDE found: 0.01 with p-value: 0.0014, power: 1.0000 and CI: (1.0000 - 1.0000)
2025-07-16 11:38:20 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 25 completed for size 8. MDE found: 0.02 with p-value: 0.0115, power: 0.9600 and CI: (0.9060 - 1.0000)
2025-07-16 11:40:17 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 30 completed for size 8. MDE found: 0.03 with p-value: 0.0138, power: 0.9800 and CI: (0.9414 - 1.0000)
2025-07-16 11:42:09 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 35 completed for size 8. MDE found: 0.04 with p-value: 0.0122, power: 0.9800 and CI: (0.9414 - 1.0000)
2025-07-16 11:43:59 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 40 completed for size 8. MDE found: 0.02 with p-value: 0.0274, power: 0.8600 and CI: (0.7643 - 0.9557)
2025-07-16 11:45:45 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 15 completed for size 9. MDE found: 0.060000000000000005 with p-value: 0.0189, power: 0.9200 and CI: (0.8452 - 0.9948)
2025-07-16 11:46:34 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 20 completed for size 9. MDE found: 0.02 with p-value: 0.0404, power: 0.8200 and CI: (0.7141 - 0.9259)
2025-07-16 11:47:24 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 25 completed for size 9. MDE found: 0.060000000000000005 with p-value: 0.0201, power: 0.9000 and CI: (0.8173 - 0.9827)
2025-07-16 11:48:13 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 30 completed for size 9. MDE found: 0.06999999999999999 with p-value: 0.0164, power: 0.9000 and CI: (0.8173 - 0.9827)
2025-07-16 11:49:03 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 35 completed for size 9. MDE found: 0.08 with p-value: 0.0213, power: 0.9000 and CI: (0.8173 - 0.9827)
2025-07-16 11:49:53 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 40 completed for size 9. MDE found: 0.08 with p-value: 0.0175, power: 1.0000 and CI: (1.0000 - 1.0000)
2025-07-16 11:50:42 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 15 completed for size 10. MDE found: 0.01 with p-value: 0.0031, power: 1.0000 and CI: (1.0000 - 1.0000)
2025-07-16 11:51:31 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 20 completed for size 10. MDE found: 0.01 with p-value: 0.0002, power: 1.0000 and CI: (1.0000 - 1.0000)
2025-07-16 11:52:21 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 25 completed for size 10. MDE found: 0.01 with p-value: 0.0028, power: 1.0000 and CI: (1.0000 - 1.0000)
2025-07-16 11:53:10 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 30 completed for size 10. MDE found: 0.02 with p-value: 0.0112, power: 0.9800 and CI: (0.9414 - 1.0000)
2025-07-16 11:53:59 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 35 completed for size 10. MDE found: 0.03 with p-value: 0.0259, power: 0.8600 and CI: (0.7643 - 0.9557)
2025-07-16 11:54:49 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 40 completed for size 10. MDE found: 0.02 with p-value: 0.0269, power: 0.8400 and CI: (0.7389 - 0.9411)
2025-07-16 11:55:38 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 15 completed for size 11. MDE found: 0.06999999999999999 with p-value: 0.0242, power: 0.8400 and CI: (0.7389 - 0.9411)
2025-07-16 11:56:28 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 20 completed for size 11. MDE found: 0.03 with p-value: 0.0271, power: 0.8800 and CI: (0.7904 - 0.9696)
2025-07-16 11:57:18 | INFO     | Murray.main:evaluate_sensitivity:1411 | Period 25 completed for size 11. MDE found: 0.05 with p-value: 0.0248, power: 0.8600 and CI: (0.7643 - 0.9557)
