2025-07-16 21:03:57 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 21:04:02 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 21:04:02 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 21:04:05 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 21:04:06 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 21:04:06 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 21:04:06 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 21:04:06 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 21:04:14 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-07-16 21:04:14 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1593 | Starting run_geo_analysis_streamlit_app............
2025-07-16 21:04:14 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1602 | Step 1: Generating market correlations.....
2025-07-16 21:04:14 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1604 | Market correlations generated successfully.
2025-07-16 21:04:14 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1607 | Step 2: Finding best groups for control and treatment.....
2025-07-16 21:04:14 | INFO     | Murray.main:BetterGroups:893 | Starting single-cell mode
2025-07-16 21:04:16 | INFO     | Murray.main:BetterGroups:925 | Processed 1/50000 groups
2025-07-16 21:04:36 | INFO     | Murray.main:BetterGroups:925 | Processed 5000/50000 groups
2025-07-16 21:04:57 | INFO     | Murray.main:BetterGroups:925 | Processed 10000/50000 groups
2025-07-16 21:05:16 | INFO     | Murray.main:BetterGroups:925 | Processed 15000/50000 groups
2025-07-16 21:05:35 | INFO     | Murray.main:BetterGroups:925 | Processed 20000/50000 groups
2025-07-16 21:05:51 | INFO     | Murray.main:BetterGroups:925 | Processed 25000/50000 groups
