2025-09-08 22:09:18 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2069 | Starting run_geo_analysis_streamlit_app............
2025-09-08 22:09:18 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2078 | Step 1: Generating market correlations.....
2025-09-08 22:09:18 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2082 | Market correlations generated successfully.
2025-09-08 22:09:18 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2085 | Step 2: Finding best groups for control and treatment.....
2025-09-08 22:09:18 | INFO     | Murray.main:BetterGroups:1003 | Starting single-cell mode
2025-09-08 22:09:18 | INFO     | Murray.main:BetterGroups:1035 | Processed 1/10000 groups
2025-09-08 22:09:37 | INFO     | Murray.main:BetterGroups:1035 | Processed 1000/10000 groups
2025-09-08 22:09:55 | INFO     | Murray.main:BetterGroups:1035 | Processed 2000/10000 groups
2025-09-08 22:10:15 | INFO     | Murray.main:BetterGroups:1035 | Processed 3000/10000 groups
2025-09-08 22:10:32 | INFO     | Murray.main:BetterGroups:1035 | Processed 4000/10000 groups
2025-09-08 22:10:50 | INFO     | Murray.main:BetterGroups:1035 | Processed 5000/10000 groups
2025-09-08 22:11:09 | INFO     | Murray.main:BetterGroups:1035 | Processed 6000/10000 groups
2025-09-08 22:11:26 | INFO     | Murray.main:BetterGroups:1035 | Processed 7000/10000 groups
2025-09-08 22:11:42 | INFO     | Murray.main:BetterGroups:1035 | Processed 8000/10000 groups
2025-09-08 22:11:57 | INFO     | Murray.main:BetterGroups:1035 | Processed 9000/10000 groups
2025-09-08 22:12:13 | INFO     | Murray.main:BetterGroups:1035 | Processed 10000/10000 groups
2025-09-08 22:12:13 | INFO     | Murray.main:BetterGroups:1036 | All groups processed. Results count: 10000
2025-09-08 22:12:13 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2116 | BetterGroups completed successfully. Results for 5 sizes
2025-09-08 22:12:13 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2121 | Step 3: Evaluating sensitivity for different deltas and periods.....
2025-09-08 22:12:13 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2171 | Starting sensitivity evaluation for standard results
2025-09-08 22:12:22 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 5 completed for size 6. MDE found: 0.09 with p-value: 0.0388, power: 0.9250
2025-09-08 22:12:31 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 10 completed for size 6. MDE found: 0.06999999999999999 with p-value: 0.0506, power: 0.9000
2025-09-08 22:12:41 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 5 completed for size 7. MDE found: 0.05 with p-value: 0.0644, power: 0.8250
2025-09-08 22:12:51 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 10 completed for size 7. MDE found: 0.05 with p-value: 0.0449, power: 0.8750
2025-09-08 22:13:01 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 5 completed for size 8. MDE found: 0.09 with p-value: 0.0470, power: 0.9000
2025-09-08 22:13:12 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 10 completed for size 8. MDE found: 0.060000000000000005 with p-value: 0.0568, power: 0.8250
2025-09-08 22:13:22 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 5 completed for size 9. MDE found: None with p-value: None, power: None
2025-09-08 22:13:32 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 10 completed for size 9. MDE found: 0.08 with p-value: 0.0491, power: 0.9000
2025-09-08 22:13:43 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 5 completed for size 10. MDE found: 0.08 with p-value: 0.0389, power: 0.8500
2025-09-08 22:13:53 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 10 completed for size 10. MDE found: 0.060000000000000005 with p-value: 0.0481, power: 0.9000
2025-09-08 22:13:53 | INFO     | Murray.main:evaluate_sensitivity:1956 | evaluate_sensitivity completed successfully.
2025-09-08 22:13:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2183 | evaluate_sensitivity call completed
2025-09-08 22:13:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2190 | Sensitivity evaluation completed successfully.
2025-09-08 22:13:53 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2198 | run_geo_analysis_streamlit_app completed successfully
