2025-08-10 17:34:04 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:10 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:15 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:15 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:16 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:16 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:20 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:21 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:22 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:25 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:25 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:26 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:27 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:29 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:33 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:33 | INFO     | Murray.auxiliary:analyze_data_characteristics:178 | Analyzing data characteristics for statistical test selection
2025-08-10 17:34:33 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1601 | Starting run_geo_analysis_streamlit_app............
2025-08-10 17:34:33 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1610 | Step 1: Generating market correlations.....
2025-08-10 17:34:33 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1612 | Market correlations generated successfully.
2025-08-10 17:34:33 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1615 | Step 2: Finding best groups for control and treatment.....
2025-08-10 17:34:33 | INFO     | Murray.main:BetterGroups:893 | Starting single-cell mode
2025-08-10 17:34:34 | INFO     | Murray.main:BetterGroups:925 | Processed 1/55000 groups
2025-08-10 17:35:15 | INFO     | Murray.main:BetterGroups:925 | Processed 5500/55000 groups
2025-08-10 17:35:57 | INFO     | Murray.main:BetterGroups:925 | Processed 11000/55000 groups
2025-08-10 17:36:40 | INFO     | Murray.main:BetterGroups:925 | Processed 16500/55000 groups
2025-08-10 17:37:22 | INFO     | Murray.main:BetterGroups:925 | Processed 22000/55000 groups
2025-08-10 17:38:03 | INFO     | Murray.main:BetterGroups:925 | Processed 27500/55000 groups
2025-08-10 17:38:47 | INFO     | Murray.main:BetterGroups:925 | Processed 33000/55000 groups
2025-08-10 17:39:36 | INFO     | Murray.main:BetterGroups:925 | Processed 38500/55000 groups
2025-08-10 17:40:20 | INFO     | Murray.main:BetterGroups:925 | Processed 44000/55000 groups
2025-08-10 17:41:03 | INFO     | Murray.main:BetterGroups:925 | Processed 49500/55000 groups
2025-08-10 17:41:47 | INFO     | Murray.main:BetterGroups:925 | Processed 55000/55000 groups
2025-08-10 17:41:47 | INFO     | Murray.main:BetterGroups:926 | All groups processed. Results count: 55000
2025-08-10 17:41:48 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1631 | BetterGroups completed successfully. Results for 11 sizes
2025-08-10 17:41:48 | INFO     | Murray.main:run_geo_analysis_streamlit_app:1636 | Step 3: Evaluating sensitivity for different deltas and periods.....
2025-08-10 17:41:59 | INFO     | Murray.main:evaluate_sensitivity:1479 | Period 15 completed for size 5. MDE found: 0.06999999999999999 with p-value: 0.0262, power: 0.9250
2025-08-10 17:42:10 | INFO     | Murray.main:evaluate_sensitivity:1479 | Period 20 completed for size 5. MDE found: 0.05 with p-value: 0.0337, power: 0.8500
2025-08-10 17:42:23 | INFO     | Murray.main:evaluate_sensitivity:1479 | Period 25 completed for size 5. MDE found: 0.05 with p-value: 0.0215, power: 0.9250
2025-08-10 17:42:34 | INFO     | Murray.main:evaluate_sensitivity:1479 | Period 30 completed for size 5. MDE found: 0.05 with p-value: 0.0199, power: 0.8750
