2025-09-09 04:07:40 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2069 | Starting run_geo_analysis_streamlit_app............
2025-09-09 04:07:40 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2078 | Step 1: Generating market correlations.....
2025-09-09 04:07:40 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2082 | Market correlations generated successfully.
2025-09-09 04:07:40 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2085 | Step 2: Finding best groups for control and treatment.....
2025-09-09 04:07:40 | INFO     | Murray.main:BetterGroups:1003 | Starting single-cell mode
2025-09-09 04:07:40 | INFO     | Murray.main:BetterGroups:1035 | Processed 1/10000 groups
2025-09-09 04:08:01 | INFO     | Murray.main:BetterGroups:1035 | Processed 1000/10000 groups
2025-09-09 04:08:23 | INFO     | Murray.main:BetterGroups:1035 | Processed 2000/10000 groups
2025-09-09 04:08:44 | INFO     | Murray.main:BetterGroups:1035 | Processed 3000/10000 groups
2025-09-09 04:09:03 | INFO     | Murray.main:BetterGroups:1035 | Processed 4000/10000 groups
2025-09-09 04:09:24 | INFO     | Murray.main:BetterGroups:1035 | Processed 5000/10000 groups
2025-09-09 04:09:42 | INFO     | Murray.main:BetterGroups:1035 | Processed 6000/10000 groups
2025-09-09 04:10:01 | INFO     | Murray.main:BetterGroups:1035 | Processed 7000/10000 groups
2025-09-09 04:10:19 | INFO     | Murray.main:BetterGroups:1035 | Processed 8000/10000 groups
2025-09-09 04:10:34 | INFO     | Murray.main:BetterGroups:1035 | Processed 9000/10000 groups
2025-09-09 04:10:51 | INFO     | Murray.main:BetterGroups:1035 | Processed 10000/10000 groups
2025-09-09 04:10:51 | INFO     | Murray.main:BetterGroups:1036 | All groups processed. Results count: 10000
2025-09-09 04:10:51 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2116 | BetterGroups completed successfully. Results for 5 sizes
2025-09-09 04:10:51 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2121 | Step 3: Evaluating sensitivity for different deltas and periods.....
2025-09-09 04:10:51 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2171 | Starting sensitivity evaluation for standard results
2025-09-09 04:10:58 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 5 completed for size 6. MDE found: 0.08 with p-value: 0.0561, power: 0.8750
2025-09-09 04:11:06 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 10 completed for size 6. MDE found: 0.060000000000000005 with p-value: 0.0460, power: 0.9500
2025-09-09 04:11:13 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 5 completed for size 7. MDE found: 0.08 with p-value: 0.0570, power: 0.8000
2025-09-09 04:11:22 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 10 completed for size 7. MDE found: 0.060000000000000005 with p-value: 0.0530, power: 0.9250
2025-09-09 04:11:30 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 5 completed for size 8. MDE found: None with p-value: None, power: None
2025-09-09 04:11:37 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 10 completed for size 8. MDE found: 0.060000000000000005 with p-value: 0.0534, power: 0.9500
2025-09-09 04:11:45 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 5 completed for size 9. MDE found: 0.08 with p-value: 0.0656, power: 0.8250
2025-09-09 04:11:54 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 10 completed for size 9. MDE found: 0.060000000000000005 with p-value: 0.0560, power: 0.8500
2025-09-09 04:12:02 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 5 completed for size 10. MDE found: 0.08 with p-value: 0.0582, power: 0.9000
2025-09-09 04:12:09 | INFO     | Murray.main:evaluate_sensitivity:1939 | Period 10 completed for size 10. MDE found: 0.060000000000000005 with p-value: 0.0532, power: 0.9000
2025-09-09 04:12:09 | INFO     | Murray.main:evaluate_sensitivity:1956 | evaluate_sensitivity completed successfully.
2025-09-09 04:12:09 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2183 | evaluate_sensitivity call completed
2025-09-09 04:12:09 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2190 | Sensitivity evaluation completed successfully.
2025-09-09 04:12:09 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2198 | run_geo_analysis_streamlit_app completed successfully
2025-09-09 04:14:07 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2069 | Starting run_geo_analysis_streamlit_app............
2025-09-09 04:14:07 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2078 | Step 1: Generating market correlations.....
2025-09-09 04:14:07 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2082 | Market correlations generated successfully.
2025-09-09 04:14:07 | INFO     | Murray.main:run_geo_analysis_streamlit_app:2085 | Step 2: Finding best groups for control and treatment.....
2025-09-09 04:14:07 | INFO     | Murray.main:BetterGroups:836 | Starting global multi-cell optimization for 2 cells with allowed sizes [2, 3]
